scode,sname,b,c,t,y,p,st,sh,r,mg,bps,xsmll,pn
600765,中航重机,0.06,"""-""",1298311773,6.86443009,49059883.57,5.6207356,-63.3215,1.39,4.5727681,-0.20871542,27.05084532,航天航空
600353,旭光股份,0.0228,"""-""",260249323.4,3.09409284,12403329.61,38.49326735,28.9119,1.1588,1.98005781,-0.03619168,17.47006251,电子元件
600331,宏达股份,0.0235,"""-""",915352849.1,55.10662794,47673812.38,192.8621766,-37.8855,1.004,2.34764471,-0.11754461,28.68565725,有色金属
600327,大东方,0.176,"""-""",2251211789,-3.19091254,99981887.71,15.56151709,230.0518,3.39,5.25534136,-0.12031222,15.46234348,商业百货
600323,瀚蓝环境,0.17,"""-""",945284263.3,14.57312117,131721767.5,23.94841127,73.3674,2.69,6.46699775,0.10472027,29.7793777,公用事业
600316,洪都航空,-0.0401,"""-""",421318848.4,-25.05255979,-28771634.02,-8.44222389,-393.5584,-0.57,7.03406256,-0.53322325,5.72776951,航天航空
600313,农发种业,-0.0061,"""-""",1009149827,-12.03510558,-6554072.15,-299.0764688,-122.6005,-0.38,1.572166,-0.07424345,3.74064213,农牧饲渔
2672,东江环保,0.12,"""-""",675502324.9,35.29445135,103975561.5,22.86235314,-32.2121,3.09,3.83485289,0.11117882,37.03128082,环保工程
600759,洲际油气,0.0056,"""-""",732244156.4,203.2119398,12637877.77,950.3356731,-63.1883,0.23,2.4100626,0.06013248,53.41626529,石油行业
600756,浪潮软件,0.07,"""-""",291342901,72.11849964,22408687.22,31.5672779,-69.8681,1.09,6.39237412,-0.33376441,41.79568602,软件服务
600688,上海石化,0.179,"""-""",22571848000,36.26381799,1928852000,68.42382843,5.6607,7.608,2.47260139,0.2642737,28.62414721,石油行业
600682,南京新百,-0.06,"""-""",3272397218,0.35552334,-60406968.2,63.56784518,-107.1527,-1.11,6.04862938,-0.98974693,35.212123,商业百货
600681,百川能源,0.09,"""-""",505839619.7,61.44284002,83693013.93,44.36452345,-68.5843,3.85,2.3020039,-0.05431057,29.13083574,公用事业
600392,盛和资源,0.0316,"""-""",933310611,550.9642271,32217537.68,312.2140995,-4.2787,1.5,3.72855526,-0.14559886,13.3169877,有色金属
600502,安徽水利,0.045,"""-""",2125372566,-17.80913536,40656421.57,-11.80535505,-68.8214,1.41,3.19937801,-0.33276167,10.99768594,工程建设
600575,皖江物流,0.03,"""-""",2266112679,64.69203684,123615711.8,-8.13658799,69.1062,1.55,2.0779787,-0.00923564,15.12903641,港口水运
999,华润三九,0.38,"""-""",2456863818,15.24057602,374692855.2,19.95308443,14.0469,4.26,9.18347682,0.13793659,61.69417646,医药制造
979,中弘股份,0.0015,"""-""",963686997.6,230.0384987,8956193.92,16.30461525,308.6718,0.09,1.64002055,-0.16453841,19.72171094,房地产
978,桂林旅游,-0.004,"""-""",120923181.6,24.05086433,-1539884.36,85.81875927,96.316,-0.1,4.07326795,-0.06805005,43.23154893,旅游酒店
975,银泰资源,0.0175,"""-""",98452287.42,0.70326181,18893196.87,-8.59035309,-66.0931,0.5,3.51672019,-0.12455863,60.04412161,有色金属
600306,商业城,0.97,"""-""",240507979.2,-16.60585345,171934591.1,605.7506616,-13.162,112.45,1.34089455,0.08473383,17.30297297,商业百货
600305,恒顺醋业,0.0739,"""-""",369351401.6,2.85413151,44570043.62,22.67591405,-16.5397,2.8,2.68115504,0.05631636,41.01698929,食品饮料
600303,曙光股份,0.66,"""-""",884109712.4,9.2430202,446822763.4,366.1610733,1611.7262,14.77,4.80741191,0.10621505,16.51978123,汽车行业
600301,ST南化,-0.0098,"""-""",16787409.65,-41.63373368,-2313872.63,72.52633655,-105.9448,-0.88,1.11220464,-0.21417727,4.85021821,化工行业
2002,鸿达兴业,0.1263,"""-""",1496214575,16.75625152,304197561.4,180.5952804,2.7239,7.65,1.70482727,0.01408986,36.64712944,化工行业
600975,新五丰,0.05,"""-""",432414433.6,17.72377917,33384920.2,-38.04369555,472.1869,2.69,1.92614577,0.10700819,12.44780651,农牧饲渔
600997,开滦股份,0.1,"""-""",4700160916,79.96225742,147866957,844.0942401,-35.1106,1.77,5.73000709,0.06857017,10.73611412,煤炭采选
600483,福能股份,0.13,"""-""",1119308488,3.22485586,199520700.8,35.93656322,-36.4405,1.98,6.55882138,0.29414637,21.5872845,电力行业
600963,岳阳林纸,0.014,"""-""",1192176285,19.52464589,14767432.56,209.3629461,52.3581,0.28,5.04970502,0.43253806,21.36585111,造纸印刷
600410,华胜天成,-0.0081,"""-""",957972506.3,2.40467682,-8875287.37,-263.0318373,-183.7416,-0.19,4.33508172,-0.68923671,13.80160063,软件服务
600976,健民集团,0.12,"""-""",579991133,-7.70951401,17700964.16,-23.29384404,110.3239,1.73,6.72665878,-0.54868566,28.20252551,医药制造
400010,鹫峰5,-0.01,-0.01,"""-""","""-""",-719814.04,12.51978916,11.6471,-6.39,0.18573865,-0.00053851,"""-""",-
600284,浦东建设,0.0988,"""-""",409880626.3,-12.66930151,68450392.46,14.5269935,-48.1882,1.32,7.53643593,-0.00996459,11.58814501,工程建设
600035,楚天高速,0.11,"""-""",523658587.6,49.29142563,173183543.9,26.89192145,157.4576,3.56,3.34022167,0.16063149,52.44254618,高速公路
600387,海越股份,0.07,"""-""",2583160006,44.46219095,27293510.38,161.549149,-32.606,2.28,3.15139547,-0.55296383,5.83223566,石油行业
100,TCL集团,0.0367,0.0115,25424179989,8.41417403,447819923,71.8573053,599.5058,1.91,1.93638462,0.19169094,18.21598365,家电行业
600662,强生控股,0.0183,"""-""",898307588.3,-22.73828467,19282776.56,-46.92203274,-63.5598,0.59,3.11073777,-0.03309941,14.73247187,交运物流
600657,信达地产,-0.09,"""-""",702681467.4,-45.46781558,-133399987.9,10.32118374,-118.822,-1.49,5.82859783,-0.10906284,13.15388954,房地产
900912,外高B股,0.08,"""-""",1444386470,-0.17754711,92370142.48,250.1597781,-7.1089,0.98,8.35326321,-0.24021609,23.17095977,房地产
600648,外高桥,0.08,"""-""",1444386470,-0.17754711,92370142.48,250.1597781,-7.1089,0.98,8.35326321,-0.24021609,23.17095977,房地产
600644,乐山电力,0.055,"""-""",486222171.2,5.30497967,29527803.43,-7.80454765,184.6688,2.39,2.32347115,-0.13867227,22.38937167,电力行业
600638,新黄浦,0.054,"""-""",969094217.9,91.98928088,30319393.96,0.64206262,193.9463,0.827,6.52527256,-0.67025535,11.1928208,房地产
600630,龙头股份,0.05,"""-""",871516900.8,1.57841502,21329819.93,-5.11616722,143.0137,1.25,4.03917371,-0.26278687,30.80373651,纺织服装
600629,华建集团,0.134,"""-""",917511064.9,9.78531644,48110581.95,84.19413725,-54.3202,4.68,5.30967551,-1.02984071,26.25956768,工程建设
600628,新世界,0.42,"""-""",759439901.9,-5.89577003,270141801.2,1853.281393,27.6402,6.54,6.56807631,0.02088136,28.91855282,商业百货
600293,三峡新材,0.0846,"""-""",2915781865,1112.466939,65548839.68,6242.423377,-58.6108,1.92,4.45804139,0.56646312,7.54858153,玻璃陶瓷
600292,远达环保,0.03,"""-""",636445631,-19.53304979,22544409.87,-63.20440508,-41.132,0.46,6.24975793,-0.18208241,21.04659936,环保工程
600290,华仪电气,0.0019,"""-""",190888481.5,-43.49239239,1457911.88,-90.29561372,101.8374,0.04,5.40831265,0.05720185,30.9937448,输配电气
600288,大恒科技,-0.0254,"""-""",532938633.2,9.40715896,-11103925.23,46.75065568,-132.7292,-0.74,3.42194158,-0.32793647,23.6177141,电子信息
600285,羚锐制药,0.116,"""-""",414357193.8,21.80323042,68679647.12,37.48238593,760.4483,3.24,3.65144722,0.0732188,71.46039548,医药制造
600283,钱江水利,0.02,"""-""",210982192.1,9.03005092,5396488.89,57.31215115,-97.7564,0.31,4.91743073,0.1449251,42.52698424,公用事业
600277,亿利洁能,0.0298,"""-""",2744189106,37.79712866,75127916.12,178.1967938,83.7731,0.0064,5.06036001,0.45654213,12.6444699,化工行业
600275,*ST昌鱼,-0.0137,"""-""",2067470.39,-59.85802055,-6994682.79,-31.56213917,61.5555,-5.0097,0.2675215,7.10E-06,51.989621,农牧饲渔
600267,海正药业,0.007,"""-""",2737986619,14.96076586,6831898.06,12.5043261,105.4467,0.101,7.0029963,0.08749083,27.47375863,医药制造
600258,首旅酒店,0.0512,0.0556,1912579785,437.3515865,34810628.54,395.5503858,-35.3675,0.52,9.94273964,0.34730539,94.89732308,旅游酒店
600252,中恒集团,0.04,"""-""",409901826.8,18.37026147,145764105.5,4.58589359,160.8893,2.72,1.558357,0.02867269,77.57192446,医药制造
600248,延长化建,0.0246,"""-""",504270544,2.72351721,15169821.67,-22.52413454,-60.3211,0.78,3.15174312,-0.12293131,9.39697944,石油行业
600246,万通地产,0.0368,"""-""",680927151.2,122.4425936,75580370.27,1502.704953,174.1165,1.14,3.24786671,0.0257887,50.34591198,房地产
600237,铜峰电子,0.0082,"""-""",191379966.4,26.87731677,4648062.24,188.9290461,103.1496,0.38,2.17246443,-0.01199277,13.48024307,电子元件
600233,圆通速递,0.099,"""-""",3493788790,6.94696634,279288174.9,7.0082309,-29.4877,3.35,3.00749365,-0.0767689,11.70400508,交运物流
600230,沧州大化,1.444,"""-""",1070922967,76.80527395,424812481.4,766.9573123,47.3302,24.7,6.57875223,0.65491935,55.63182426,化工行业
600354,敦煌种业,0.5186,"""-""",90565528.17,-15.12043552,273703540.3,558.5345418,452.2467,-4.87,2.21567436,-0.32039362,25.06541726,农牧饲渔
600540,*ST新赛,0.0077,"""-""",202216725.3,191.1530557,3616950.08,154.9396278,100.7727,0.6,1.31157476,-0.18830402,6.75226019,农牧饲渔
600545,卓郎智能,-0.0478,"""-""",150712437.8,-21.5476141,-32306707.73,39.1029209,-482.1603,-1.78,2.66198328,-0.32739377,24.27422767,专用设备
600084,中葡股份,-0.02,"""-""",63444187.55,13.41844401,-22501806,49.87818659,-127.3649,-0.93,2.14570351,-0.09032037,43.45564896,酿酒行业
600082,海泰发展,-0.0247,"""-""",130420435,-67.67145142,-15969828.91,17.4320969,52.3367,-0.96,2.56620951,-0.00847076,5.14493982,房地产
600074,ST保千里,0.07,"""-""",1031888197,73.07580407,170077278.3,23.73482424,-7.3625,3.81,1.86758914,-0.31589127,40.06753355,安防设备
600073,上海梅林,0.197,"""-""",6310343882,76.57156568,184844853.3,44.19935146,643.3167,5.58,3.65720313,0.08690269,15.35143129,食品饮料
600061,国投资本,0.15,"""-""",2152318022,-22.15657707,567016381.5,-30.40230995,26.4839,2.17,7.16749163,-0.38461908,3.70126003,券商信托
600059,古越龙山,0.08,"""-""",590774265,2.2195015,63292714.31,2.38200572,141.2264,1.61,4.89523147,0.0036264,32.899336,酿酒行业
600057,象屿股份,0.12,"""-""",40345762351,105.9288932,138023792.1,77.86491892,169.2811,2.04,5.82768695,-7.07212115,2.22748488,交运物流
600056,中国医药,0.3086,"""-""",6595018107,23.04821755,329716976.3,29.04734078,63.0568,4.67,6.76406073,-0.61249336,13.37136395,医药制造
900942,黄山B股,0.0625,"""-""",271687562.4,-9.88619925,46734722.36,-19.1377801,79.6923,1.13,5.51820712,0.06702943,45.70351785,旅游酒店
600054,黄山旅游,0.0625,"""-""",271687562.4,-9.88619925,46734722.36,-19.1377801,79.6923,1.13,5.51820712,0.06702943,45.70351785,旅游酒店
600036,招商银行,0.79,0.79,57075000000,-2.02053148,19977000000,8.86648501,100.9961,4.86,16.67869053,-8.49925901,"""-""",银行
600028,中国石化,0.137,"""-""",5.82185E+11,40.60367917,16633000000,168.7075929,-3.5768,2.31,6.01809466,0.10965448,19.90209298,石油行业
600019,宝钢股份,0.17,"""-""",85122348515,76.76847934,3786154766,142.8916314,12.4157,2.5,6.95515309,0.08822472,11.85800004,钢铁行业
600012,皖通高速,0.177,"""-""",716672820.6,5.81389048,293545766.4,15.47195002,26.2583,3.33,5.40965531,0.28951829,59.99736148,高速公路
600010,包钢股份,0.0061,"""-""",10629547240,95.91766806,197685628,135.9138452,231.5677,0.42,1.45645359,0.03321754,9.37276388,钢铁行业
600009,上海机场,0.41,"""-""",1895161857,15.7694796,791423544.2,23.46016597,12.9127,3.49,11.98162159,0.25523063,45.35285841,民航机场
600008,首创股份,0.0218,"""-""",1769222262,24.76941174,104913340.4,9.34948872,-51.923,1.16,1.64990589,0.00275962,33.74712862,公用事业
600522,中天科技,0.1528,"""-""",5393412253,24.9948435,445379803.5,41.23102608,0.5235,3.68,5.41917071,-0.44008202,16.87446445,通讯行业
600518,康美药业,0.217,"""-""",7154664663,21.55971219,1067762644,7.9596021,42.6221,4,5.49359154,0.27278469,29.57770073,医药制造
600515,海航基础,0.007,"""-""",1341654972,-30.48310526,25423907.18,-84.96231595,-91.6466,9.85,9.33756192,0.01111126,35.98549679,房地产
409,山东地矿,-0.06,"""-""",348025321.3,-39.41672529,-28972927.81,-626.2884489,85.1884,-3.15,1.91833577,0.00054335,14.12491015,钢铁行业
402,金融街,0.18,"""-""",5251372227,22.07895351,538398054.7,-30.97032934,-73.0873,1.92,9.47517669,0.30890115,30.27378628,房地产
400,许继电气,0.0493,"""-""",1133526480,19.88423039,49673263.96,38.48863358,-92.0429,0.7,7.04918151,-0.65709296,20.63539632,输配电气
601633,长城汽车,0.21,"""-""",23318875687,11.68228461,1954688155,-18.42224286,-41.5215,4.05,5.40234002,-0.58861381,21.73729734,汽车行业
200054,建车B,0.0823,"""-""",304027257.4,45.75457177,9821043.23,123.2326345,1885.9596,3.59,2.33050584,0.35750814,17.54646239,机械行业
2038,双鹭药业,0.1856,"""-""",226512271.3,-12.49035941,127101509.9,-14.75150279,33.6681,3.21,5.87776964,0.1237346,72.41898894,医药制造
600979,广安爱众,0.0491,"""-""",452398080.3,11.14866892,46577057.12,123.2832669,3.3803,1.41,3.50126385,0.06871077,27.15180352,公用事业
600527,江南高纤,0.0188,"""-""",234017273.1,1.22184022,15043729.91,572.8387857,-6.7119,0.92,2.0454106,0.05288163,16.29922805,化纤行业
600021,上海电力,0.0342,"""-""",4461156286,6.32697011,73227430.76,-78.03557297,-25.4952,0.71,4.81975601,0.1570955,13.93461682,电力行业
600517,置信电气,0.03,"""-""",1139494557,-14.26905683,41995388.3,-45.54668599,-78.8537,1.19,2.61450031,-0.35349861,11.88308942,输配电气
600403,*ST大有,0.0633,"""-""",1768855103,156.4535032,151359743.4,132.0431931,122.3741,2.26,2.83987835,0.1558429,35.18250164,煤炭采选
600429,三元股份,0.0011,"""-""",1383096824,-0.18138373,1687193.71,-92.77745703,102.5665,0.0356,3.16306012,-0.08637937,30.53449205,食品饮料
600487,亨通光电,0.2237,"""-""",4577148469,37.56491427,277691962.2,141.9366014,3.3579,4.62,4.96946589,-0.66883216,21.79245001,通讯行业
600348,阳泉煤业,0.18,"""-""",7590797666,92.5912288,424627134.9,3805.064718,40.5707,2.66,5.84559748,-0.5766688,18.29902083,煤炭采选
600352,浙江龙盛,0.1541,0.1535,3939284058,32.16285453,501188248,62.36853527,-17.3473,3.15,4.98301688,-0.37603248,37.89782615,化工行业
600546,山煤国际,0.01,"""-""",10667712062,35.09994316,23137057.18,146.3442663,-97.13,0.57,2.04520984,0.21310849,7.47527722,煤炭采选
600475,华光股份,0.2681,"""-""",945594714.2,39.83570133,145808328.5,451.748553,285.4503,4.71,8.00720049,-0.03813985,19.39890548,机械行业
851,高鸿股份,-0.0068,"""-""",1761831834,19.90289187,-4319593.32,71.16576064,-111.0111,-0.14,4.85717399,-1.09636229,6.08929571,通讯行业
600621,华鑫股份,0.02,"""-""",155051827.4,-54.92959252,10692739.56,-91.07638323,-3.1207,0.54,3.77387734,0.44507612,34.98692508,券商信托
900908,氯碱B股,0.0506,"""-""",1532899729,36.67145566,58492968.95,520.5486186,120.7591,2.97,1.72879546,0.08621217,9.32136252,化工行业
600618,氯碱化工,0.0506,"""-""",1532899729,36.67145566,58492968.95,520.5486186,120.7591,2.97,1.72879546,0.08621217,9.32136252,化工行业
600617,国新能源,0.0835,"""-""",3035511969,33.26972316,90562925.17,-50.10487571,8293.8632,2.39,3.51082154,0.26131717,13.34419616,公用事业
900913,国新B股,0.0835,"""-""",3035511969,33.26972316,90562925.17,-50.10487571,8293.8632,2.39,3.51082154,0.26131717,13.34419616,公用事业
900907,鹏起B股,0.046,"""-""",500977329.9,4.49742793,80169923.5,63.406731,177.1176,1.721,2.67957629,-0.04513261,31.5785141,有色金属
600614,鹏起科技,0.046,"""-""",500977329.9,4.49742793,80169923.5,63.406731,177.1176,1.721,2.67957629,-0.04513261,31.5785141,有色金属
600612,老凤祥,0.5942,"""-""",12962707491,14.16045805,310860931.1,28.80084861,22.2851,5.97,10.23892912,0.44841772,7.25553004,珠宝首饰
900905,老凤祥B,0.5942,"""-""",12962707491,14.16045805,310860931.1,28.80084861,22.2851,5.97,10.23892912,0.44841772,7.25553004,珠宝首饰
900903,大众B股,0.078,"""-""",534650086.8,-6.20231226,185183473.6,100.1790131,48.3114,1.99,3.94935136,0.0624562,25.96752513,交运物流
600611,大众交通,0.078,"""-""",534650086.8,-6.20231226,185183473.6,100.1790131,48.3114,1.99,3.94935136,0.0624562,25.96752513,交运物流
600600,青岛啤酒,0.429,"""-""",7039943927,2.59876672,579311983,8.51396074,172.7264,3.49,12.50542196,1.14720829,40.95092563,酿酒行业
600592,龙溪股份,0.023,"""-""",193882059.9,45.11903295,9054692.21,205.3402854,-86.2952,0.48,4.74210458,-0.13256398,27.20088881,机械行业
600590,泰豪科技,0.037,"""-""",633664219.9,14.89425549,24456460.49,38.90835477,-56.7121,0.64,5.74610965,-0.55406786,22.47021293,输配电气
600583,海油工程,-0.04,"""-""",1398428109,-13.67200731,-170255545.3,-134.1866357,-186.2286,-0.74,5.19588409,-0.10288794,-7.70906487,石油行业
600577,精达股份,0.033,"""-""",2581044633,29.01889876,64817353.3,44.38547797,24.7768,2.2,1.52613564,-0.05012693,11.40296154,金属制品
590,启迪古汉,0.0479,"""-""",71411609.76,-23.56851218,10706913.39,-20.61989033,-75.0054,4.02,1.21647334,-0.31085983,54.20304187,医药制造
600435,北方导航,0.005,"""-""",236546890.8,-13.70178539,7123177.31,-16.87947027,-81.7726,0.34,1.39665282,-0.08187078,40.00211431,机械行业
600031,三一重工,0.097,"""-""",9376807000,79.37517922,745704000,727.0620986,2482.7036,3.22,3.02364498,0.39163369,32.55464253,机械行业
600273,嘉化能源,0.18,"""-""",1320019545,46.13619732,238357957.4,26.71792258,16.7203,5.83,3.2225359,-0.17514882,28.66017729,化工行业
848,承德露露,0.2,"""-""",791229880.5,-36.91527,196969330,-19.00975425,128.0706,11.1,2.22077077,-0.42710589,47.60517428,食品饮料
839,中信国安,0.0139,"""-""",1122984607,35.23028167,54557307.51,-35.39476873,384.9399,0.83,1.69054188,-0.06348786,19.28109841,电子信息
600508,上海能源,0.23,"""-""",1407415016,24.78134875,166084793.6,4382.002035,8.2169,1.93,12.10685743,0.19317766,30.80082916,煤炭采选
600503,华丽家族,0.0541,"""-""",682727608.5,361.4408815,86683548.3,755.4580374,2373.1611,2.04,2.21184077,-0.17676201,16.1665205,房地产
600458,时代新材,0.03,"""-""",2480829628,-17.97314649,20830237.25,-69.47377335,-45.2636,0.42,6.06453126,-0.60449737,16.90600121,材料行业
600428,中远海特,0.005,"""-""",1603415034,17.85105619,11057155.09,1103.905015,-35.2246,0.12,4.36167684,0.0612984,13.48249946,港口水运
600426,华鲁恒升,0.252,"""-""",2459004098,31.25070897,313827230.4,41.61355802,35.9638,3.77,6.79947458,0.17266434,20.38057758,化肥行业
600422,昆药集团,0.1197,"""-""",1215145410,6.06808045,94441874.34,10.61356374,22.9103,2.62,4.63154837,-0.09199678,45.12318932,医药制造
600418,江淮汽车,0.14,"""-""",13685658200,-6.44905376,273569705.5,-2.18837777,-20.5774,1.96,7.43382067,-1.33015367,10.74570815,汽车行业
600398,海澜之家,0.22,"""-""",5158947914,0.55360906,1010003238,5.47027556,42.6108,9.57,2.46136494,0.03753221,39.06122606,纺织服装
600565,迪马股份,0.04,"""-""",1419178072,26.54709835,85092736.56,11.06397797,-86.8662,1.25,2.83299743,0.11150883,19.11606154,房地产
600558,大西洋,0.017,"""-""",481597491,29.53687405,15403027.49,29.56769168,169.3863,0.829,2.07911541,-0.09382789,17.99599321,金属制品
600557,康缘药业,0.14,"""-""",769185721,10.15155283,86844327.44,5.43730814,7.5485,2.73,5.23992183,0.01579968,74.40500084,医药制造
600556,ST慧球,-0.0048,"""-""",8728535.56,-38.84264765,-1908930.24,26.56928773,76.9067,-2.6,0.18376265,0.00325038,11.41299859,房地产
600552,凯盛科技,0.0313,"""-""",734308924,50.45036881,11985553.81,15.82082806,-3.3321,0.51,6.11993348,0.15534197,14.93276972,材料行业
600550,保变电气,0.02,"""-""",881014938.1,2.1774566,23283959.32,76.71054256,-76.2757,5.42,0.2901419,0.00412591,20.38173877,输配电气
966,长源电力,0.0444,"""-""",1609599014,12.84132836,49263087.77,-83.17148196,136.9907,1.4,3.18196698,0.20052117,10.0856282,电力行业
952,广济药业,0.097,"""-""",170474710.2,8.77912712,24425204.13,5.91338978,43.4114,4.66,2.69541328,0.1847091,48.35819167,医药制造
938,紫光股份,0.3,"""-""",7773613053,152.8962743,316008561.3,696.7642202,7.0896,1.32,23.09260809,-0.68617058,23.60129776,电子信息
937,冀中能源,0.0806,"""-""",5079061853,89.55044608,284944789.6,6679.230993,74.9642,1.52,5.36814489,-0.08765762,24.71888518,煤炭采选
936,华西股份,0.02,"""-""",743535283.2,80.58514424,18810960.91,156.4485253,-72.4581,0.38,5.56837345,-0.06907142,9.07903319,化纤行业
930,中粮生化,0.076,"""-""",1530600066,19.60129929,73510909.77,337.3098209,247.9649,4.6,1.69587637,0.22245568,15.54774575,农牧饲渔
925,众合科技,-0.05,"""-""",163770294.8,-3.80241337,-15724760.7,19.84070656,80.6856,-1.42,3.43877037,-0.41153024,25.47369306,交运设备
922,*ST佳电,-0.01,"""-""",221955309.9,-16.07087026,-7375232.69,75.42519453,95.4485,-1.78,2.62330025,0.00974277,14.93890465,机械行业
918,嘉凯城,-0.2,"""-""",191130679.7,-76.72573819,-362114783.9,-50.3806816,-121.9741,-12.5,1.50531758,1.3408658,7.6702885,房地产
915,山大华特,0.48,"""-""",448311308.6,35.33160418,86531123.69,85.70174977,122.6847,6.52,7.6007016,0.04695933,69.71262836,医药制造
913,钱江摩托,0.05,"""-""",542931953.9,8.09609544,21755125.15,-49.91108213,-92.0343,0.88,5.68597657,0.09471181,20.09098109,交运设备
910,大亚圣象,0.077,"""-""",1258644502,13.4972424,40690718.82,38.50738614,-84.2942,1.39,5.54735972,-0.06809223,35.50141037,木业家具
908,景峰医药,0.0377,"""-""",353350569.1,-11.68548002,33191756.06,-17.74056124,-80.7958,1.38,2.75679091,-0.33920343,75.32065606,医药制造
600393,粤泰股份,0.572,"""-""",2558626975,1729.946524,725122878.6,4955.552159,1162.0103,13.92,4.35253568,0.79861844,44.09382841,房地产
600391,航发科技,0.01,"""-""",397944340.7,-14.94496581,3191981.14,-46.43456382,12.0241,0.18,5.26669769,0.37439472,16.21251529,航天航空
600390,五矿资本,0.16,"""-""",2643423393,-6.94178627,435525318.2,-25.25295171,-70.1656,1.78,7.93205526,-1.55751932,5.12878946,多元金融
600386,北巴传媒,0.05,"""-""",856552092.8,17.29498119,18796267.05,-25.06528078,-32.8501,1.06,4.40770589,0.08941966,18.03554149,交运物流
600380,健康元,0.1227,"""-""",2758742855,17.1274023,191591886,20.38065281,146.7869,3.497,3.63735512,0.25415463,64.45136995,医药制造
600376,首开股份,0.0345,"""-""",4203973757,-12.91668496,160211380.1,-71.53474755,-76.9819,0.43,8.0862428,-1.52261916,30.7006708,房地产
600372,中航电子,-0.01,"""-""",909894285.8,-4.24140944,-26078171.88,-151.9393876,-110.934,-0.43,3.41350872,-0.36673676,36.74137699,航天航空
600368,五洲交通,0.15,"""-""",387297072.1,27.78464196,128126520.5,34.90120237,406.5908,4.19,3.74380429,0.4823544,68.27249639,高速公路
600366,宁波韵升,0.1483,"""-""",378619864.3,9.82967332,80387515.98,-87.27124029,239.3284,1.77,8.19503101,-0.1250622,29.99119763,有色金属
600363,联创光电,0.1094,"""-""",600524640.1,2.52838121,48520964.63,53.9649909,5108.6011,2.33,4.75083928,-0.15567367,16.57382769,电子元件
600361,华联综超,0.0048,"""-""",3514278593,-5.99556363,3226628.15,106.6500955,102.8786,0.12,3.94026569,0.35480661,21.00903525,商业百货
600359,新农开发,0.01,"""-""",464408863.7,119.0261585,3393549.33,119.964319,109.7274,0.51,1.73976006,-0.20835473,6.16984802,农牧饲渔
600356,恒丰纸业,0.09,"""-""",351624578.1,7.07179597,27440043.28,11.62494321,-5.4741,1.36,6.80026541,0.09891523,28.23954408,造纸印刷
900,现代投资,0.1738,"""-""",2396243166,75.14340191,175899942.9,44.11417271,-37.3776,2.25,7.81450718,0.5018171,15.36454044,高速公路
1896,豫能控股,-0.1104,"""-""",1702233904,21.82582151,-118879958.2,-183.2144853,-33.4685,-2.13,5.37629653,0.08161651,-2.80338103,电力行业
895,双汇发展,0.2663,"""-""",12228209871,-4.01632093,878616646.2,-18.20288496,-22.1077,6,4.5743955,0.46916007,16.88949039,食品饮料
893,东凌国际,-0.0067,"""-""",274319702.2,-43.78099684,-5105250.22,-329.9762788,-521.0485,-0.12,5.67658008,-0.06475787,8.21914867,化肥行业
892,欢瑞世纪,-0.0295,"""-""",31115132.9,367.4769116,-28958400.35,-139.1122881,-110.9005,-1.08,2.72107098,-0.67496056,25.51264173,文化传媒
600227,赤天化,-0.0313,"""-""",238285832.6,-69.59154852,-54404278.13,-133.4467771,77.3617,-1.17,2.65958896,-0.05126191,43.99353802,化工行业
600226,瀚叶股份,0.06,"""-""",319664347.7,32.48298006,97909794.1,32.04709862,426.2801,5.6,2.36611564,-0.02171836,12.87627574,农药兽药
600220,江苏阳光,0.0006,"""-""",363106187.5,-16.35434931,1128221.92,-96.641583,-94.8313,0.06,1.09624075,-0.06133398,20.58219285,纺织服装
600219,南山铝业,0.03,"""-""",3467843134,23.19575095,286527445.8,32.28453912,-66.3371,0.9,3.454167,0.06036133,20.26531632,有色金属
600218,全柴动力,0.106,"""-""",936696461.1,10.05154069,39218534.38,39.15875548,570.2536,2.07,5.20060907,-0.50274557,13.64103309,机械行业
600217,中再资环,0.028,"""-""",323925274,43.99371583,37558226.92,16381.64977,-56.3835,3.58,0.79230188,-0.18719126,60.50477914,环保工程
600213,亚星客车,0.02,"""-""",291299299.9,92.89319355,5387367.54,141.0211289,-71.534,4.06,0.6168956,1.1532867,18.54382526,汽车行业
600212,江泉实业,0.0096,"""-""",72175028.22,24.84896271,4895375.07,135.0222928,145.8035,0.6577,1.4596589,0.00168332,29.19536755,综合行业
600209,罗顿发展,-0.015,"""-""",8078619.57,-51.86544533,-6656736.44,2.99705389,-387.1518,-1.01,1.49765827,-0.01863843,28.68534841,装修装饰
600200,江苏吴中,0.035,"""-""",997701142.1,77.70479855,25211130.41,365.4463883,115.7822,0.85,4.12533275,-0.05622716,12.61771225,医药制造
600199,金种子酒,0.01,"""-""",347840027.3,-27.05082575,6313510.64,-77.03443892,-9.6593,0.28,4.04293288,-0.26651058,53.84423841,酿酒行业
600197,伊力特,0.2523,"""-""",476723461,8.73445974,111258976.6,26.75781556,144.9855,5.62,4.61143469,-0.0289973,49.13998345,酿酒行业
600196,复星医药,0.32,"""-""",3880454792,20.28536413,737746682.6,16.32129652,17.2985,3.3,9.44467609,0.16660676,55.33776159,医药制造
600187,国中水务,-0.0032,"""-""",90689665.26,9.94177618,-4846151.76,52.4387407,-130.4659,-0.13,2.10494631,-0.00112298,32.37145281,公用事业
600182,S佳通,0.08,"""-""",880432876.4,35.59006033,28032492.42,-23.39913786,-11.3784,2.9,2.88817167,0.28221542,15.64961946,汽车行业
