scode,sname,b,c,t,y,p,st,sh,r,mg,bps,xsmll,pn
831988,乐普四方,-0.02,"""-""",29975319.85,"""-""",-3896019.26,"""-""","""-""",-0.68,0,0.21278965,6.33899518,-
547,航天发展,0.04,"""-""",416906624.6,17.9634893,62007383.9,25.30364812,-35.096,0.98,3.68585835,-0.18395509,42.55035722,通讯行业
600696,ST匹凸,0.01,"""-""",47873374.53,139529.5121,2516725.36,113.6147559,101.2287,5.51,0.76458476,0.12262044,10.31312582,房地产
400064,国恒3,-0.0042,"""-""",1698318.44,1.52135357,-6231458.85,15.7787038,99.736,"""-""",-1.83422626,-0.00030409,-312.5570026,-
300275,梅安森,0.165,"""-""",158876282.5,803.947759,27416087.77,232.1439841,178.7985,5.33,3.1847428,0.05444664,36.55364489,仪器仪表
755,*ST三维,-0.3,"""-""",607401844.7,-24.67821902,-139352679.2,1.97699882,43.0121,-29.65,0.85467555,-0.18126443,-2.53885941,化工行业
872359,安友农场,-0.03,-0.02,11374796.84,"""-""",-595614.59,"""-""","""-""",-1.9,1.43859631,0.01604968,17.23656385,-
872384,安通招商,-0.02,-0.07,796382.88,"""-""",-121252.57,"""-""","""-""",-1.34,1.79248366,0.44593115,12.76445571,-
872382,瑞智华胜,0.29,0.28,5842556.5,"""-""",1427671.53,"""-""","""-""",9.09,3.28510211,-0.15939377,58.94420259,-
872358,轩慧科技,0.01,0.02,18627225.42,"""-""",673683.15,"""-""","""-""",1.07,1.26165398,-0.03222897,28.59676473,-
872350,宇德科技,0.0851,0.08,3022227.6,"""-""",425335.64,"""-""","""-""",7.97,1.11032746,0.00411866,85.21184771,-
872357,山东通航,-0.19,-0.19,18295084.86,"""-""",-6216622.42,"""-""","""-""",-2.79,6.79196803,-0.26311398,-2.69018965,-
872377,徽生源,0.16,0.16,9184635.96,"""-""",1645460.65,"""-""","""-""",11.04,1.30431946,-0.2516693,33.08857698,-
872356,习尚喜,0.01,0.01,13651021.21,"""-""",348739.67,"""-""","""-""",1.11,1.05937733,0.19624634,17.97661232,-
872355,晋坤股份,0.02,0.0186,23814076.88,"""-""",2215399.05,"""-""","""-""",1.97,1.05584524,-0.01185082,36.54106831,-
872349,御龙渔业,-0.0095,-0.0095,464954.86,"""-""",-848807.71,"""-""","""-""",-0.87,1.08822937,-0.01216007,68.98562153,-
872354,富泰科技,0.46,0.46,47689623.19,"""-""",11647974.1,"""-""","""-""",15.76,3.1359716,0.02716997,45.10750069,-
872343,思源软件,-0.21,-0.21,4535004.28,"""-""",-4159834.28,"""-""","""-""",-21.25,0.87485164,-0.13033858,42.78815124,-
872371,同曦篮球,0.13,"""-""",14086800.5,"""-""",2757027,"""-""","""-""",10.82,1.2795667,-0.23289344,37.34381104,-
872352,开元新材,0.03,0.03,8900053.44,"""-""",743897.01,"""-""","""-""",2.79,1.0728031,-0.14650417,23.13701467,-
872369,舜大能源,0.01,0.02,25334922.38,"""-""",2296582.53,"""-""","""-""",1.23,0.9253392,0.05227646,70.48365494,-
872348,鑫鑫家居,0.04,0.0349,14073693.19,"""-""",400738.29,"""-""","""-""",2.05,1.89126332,-0.39671702,36.30850311,-
872368,全影股份,-0.01,0.001,1668626.92,"""-""",-154222.26,"""-""","""-""",-0.99,1.40996973,0.05104976,62.38303826,-
872322,美客多,0.01,"""-""",76044812.18,"""-""",1557887.78,"""-""","""-""",1.15,1.18272156,0.14222782,7.19340012,-
872364,广博装饰,0.0923,0.0961,55656397.3,"""-""",3351786.25,"""-""","""-""",7.8,1.22942463,-0.07497921,12.02644541,-
872347,世界行,0.07,0.07,13954118.86,"""-""",560927.76,"""-""","""-""",6.65,1.0899378,0.12326006,13.06272584,-
872362,奥森迪科,0.34,0.34,2410098.46,"""-""",253630.55,"""-""","""-""",11.21,3.18646881,0.04477253,38.10854889,-
872338,金银卡,0.02,"""-""",16779975.53,"""-""",997193.46,"""-""","""-""",1.32,1.29822865,-0.10051985,27.45267865,-
872346,特力洁,0.16,0.14,10998063.93,"""-""",826056.73,"""-""","""-""",3.99,1.78452588,0.66052809,21.19506538,-
872385,六人游,-0.92,-0.93,30993612.14,"""-""",-4374190.54,"""-""",24.9727,-18.52,4.4848537,0.65494186,6.38098612,-
872344,金达来,0.02,0.01,10751485.73,"""-""",338672.44,"""-""","""-""",1.11,2.05255716,0.04802265,21.6555835,-
872328,宁苗生态,0.0473,"""-""",45396123.75,"""-""",3781875.05,"""-""","""-""",3.23,1.81858524,-0.09745034,17.33351088,-
872341,同泽股份,0.38,"""-""",25855224.52,"""-""",1897370.61,"""-""","""-""",13.17,3.07181474,-4.06223565,32.20157904,-
872310,协汇食品,0.07,"""-""",3829353.07,"""-""",739036.36,"""-""","""-""",3.28,2.23199539,0.41035673,36.5530455,-
872339,光锐通信,-0.06,-0.06,2644087.36,"""-""",-213599.32,"""-""","""-""",-10.41,1.0555506,-0.12744937,28.16688175,-
872332,恒义股份,0.16,0.16,71626796.47,"""-""",5820260.62,"""-""","""-""",7.01,1.80052216,0.36401835,33.07720148,-
872314,维拓科技,"""-""","""-""",6403594.45,"""-""",-3251.52,"""-""","""-""",-0.05,1.14876857,0.23013212,37.13885769,-
872337,卓奥科技,0.11,0.1,26277547.17,"""-""",2232187.46,"""-""","""-""",9.63,1.16342389,-0.03979516,29.82009736,-
872330,思伟科技,0.11,0.11,3505531.98,"""-""",1036962.69,"""-""","""-""",10.4,1.1091485,0.33212792,93.3823813,-
872313,科隆智谷,0.05,0.05,23552827.74,"""-""",1445507.36,"""-""","""-""",3.78,1.39028465,-0.05759345,24.87561772,-
872329,冠翔生物,0.0598,0.0598,9149186.49,"""-""",597707.61,"""-""","""-""",4.13,1.47695497,-0.08371639,42.12314575,-
872345,通慧科技,-0.04,"""-""",1140847.71,"""-""",-559478.74,"""-""","""-""",-2.82,1.30416411,0.05467169,36.09821945,-
872312,河谷智能,0.06,0.0694,21491689.1,"""-""",2284050.75,"""-""","""-""",3.62,1.65113504,0.14237191,36.59476858,-
872342,华达股份,0.09,"""-""",27181271.08,"""-""",4300850.96,"""-""","""-""",8.88,1.01191345,-0.0044634,41.30898057,-
872334,科炬生物,-0.08,-0.11,10625340.38,"""-""",-1546261.29,"""-""","""-""",-6.63,1.12900034,-0.31451531,52.97733267,-
872340,融通股份,0.05,"""-""",3444400.46,"""-""",605125.67,"""-""","""-""",2.66,1.63940152,1.25666767,57.11447124,-
872325,丽宫食品,0.08,"""-""",10438680.92,"""-""",2605519.77,"""-""","""-""",6.44,1.25437957,-0.29270566,59.31597543,-
872333,磐电科技,0.1,"""-""",9869713.45,"""-""",2079483.86,"""-""","""-""",8.43,1.2808768,0.30403846,61.37621402,-
872306,同强商厨,0.01,0.01,7300445.96,"""-""",173627.52,"""-""","""-""",0.56,1.17782399,0.05448001,26.18569072,-
872321,子宏生态,0.068,"""-""",7589189.66,"""-""",1352039.99,"""-""","""-""",5.4,1.2915156,-0.05720747,51.24740749,-
831988,乐普四方,-0.02,"""-""",29975319.85,"""-""",-3896019.26,"""-""","""-""",-0.68,0,0.21278965,6.33899518,-
547,航天发展,0.04,"""-""",416906624.6,17.9634893,62007383.9,25.30364812,-35.096,0.98,3.68585835,-0.18395509,42.55035722,通讯行业
600696,ST匹凸,0.01,"""-""",47873374.53,139529.5121,2516725.36,113.6147559,101.2287,5.51,0.76458476,0.12262044,10.31312582,房地产
400064,国恒3,-0.0042,"""-""",1698318.44,1.52135357,-6231458.85,15.7787038,99.736,"""-""",-1.83422626,-0.00030409,-312.5570026,-
300275,梅安森,0.165,"""-""",158876282.5,803.947759,27416087.77,232.1439841,178.7985,5.33,3.1847428,0.05444664,36.55364489,仪器仪表
755,*ST三维,-0.3,"""-""",607401844.7,-24.67821902,-139352679.2,1.97699882,43.0121,-29.65,0.85467555,-0.18126443,-2.53885941,化工行业
872359,安友农场,-0.03,-0.02,11374796.84,"""-""",-595614.59,"""-""","""-""",-1.9,1.43859631,0.01604968,17.23656385,-
872384,安通招商,-0.02,-0.07,796382.88,"""-""",-121252.57,"""-""","""-""",-1.34,1.79248366,0.44593115,12.76445571,-
872382,瑞智华胜,0.29,0.28,5842556.5,"""-""",1427671.53,"""-""","""-""",9.09,3.28510211,-0.15939377,58.94420259,-
872358,轩慧科技,0.01,0.02,18627225.42,"""-""",673683.15,"""-""","""-""",1.07,1.26165398,-0.03222897,28.59676473,-
872350,宇德科技,0.0851,0.08,3022227.6,"""-""",425335.64,"""-""","""-""",7.97,1.11032746,0.00411866,85.21184771,-
872357,山东通航,-0.19,-0.19,18295084.86,"""-""",-6216622.42,"""-""","""-""",-2.79,6.79196803,-0.26311398,-2.69018965,-
872377,徽生源,0.16,0.16,9184635.96,"""-""",1645460.65,"""-""","""-""",11.04,1.30431946,-0.2516693,33.08857698,-
872356,习尚喜,0.01,0.01,13651021.21,"""-""",348739.67,"""-""","""-""",1.11,1.05937733,0.19624634,17.97661232,-
872355,晋坤股份,0.02,0.0186,23814076.88,"""-""",2215399.05,"""-""","""-""",1.97,1.05584524,-0.01185082,36.54106831,-
872349,御龙渔业,-0.0095,-0.0095,464954.86,"""-""",-848807.71,"""-""","""-""",-0.87,1.08822937,-0.01216007,68.98562153,-
872354,富泰科技,0.46,0.46,47689623.19,"""-""",11647974.1,"""-""","""-""",15.76,3.1359716,0.02716997,45.10750069,-
872343,思源软件,-0.21,-0.21,4535004.28,"""-""",-4159834.28,"""-""","""-""",-21.25,0.87485164,-0.13033858,42.78815124,-
872371,同曦篮球,0.13,"""-""",14086800.5,"""-""",2757027,"""-""","""-""",10.82,1.2795667,-0.23289344,37.34381104,-
872352,开元新材,0.03,0.03,8900053.44,"""-""",743897.01,"""-""","""-""",2.79,1.0728031,-0.14650417,23.13701467,-
872369,舜大能源,0.01,0.02,25334922.38,"""-""",2296582.53,"""-""","""-""",1.23,0.9253392,0.05227646,70.48365494,-
872348,鑫鑫家居,0.04,0.0349,14073693.19,"""-""",400738.29,"""-""","""-""",2.05,1.89126332,-0.39671702,36.30850311,-
872368,全影股份,-0.01,0.001,1668626.92,"""-""",-154222.26,"""-""","""-""",-0.99,1.40996973,0.05104976,62.38303826,-
872322,美客多,0.01,"""-""",76044812.18,"""-""",1557887.78,"""-""","""-""",1.15,1.18272156,0.14222782,7.19340012,-
872364,广博装饰,0.0923,0.0961,55656397.3,"""-""",3351786.25,"""-""","""-""",7.8,1.22942463,-0.07497921,12.02644541,-
872347,世界行,0.07,0.07,13954118.86,"""-""",560927.76,"""-""","""-""",6.65,1.0899378,0.12326006,13.06272584,-
872362,奥森迪科,0.34,0.34,2410098.46,"""-""",253630.55,"""-""","""-""",11.21,3.18646881,0.04477253,38.10854889,-
872338,金银卡,0.02,"""-""",16779975.53,"""-""",997193.46,"""-""","""-""",1.32,1.29822865,-0.10051985,27.45267865,-
872346,特力洁,0.16,0.14,10998063.93,"""-""",826056.73,"""-""","""-""",3.99,1.78452588,0.66052809,21.19506538,-
872385,六人游,-0.92,-0.93,30993612.14,"""-""",-4374190.54,"""-""",24.9727,-18.52,4.4848537,0.65494186,6.38098612,-
872344,金达来,0.02,0.01,10751485.73,"""-""",338672.44,"""-""","""-""",1.11,2.05255716,0.04802265,21.6555835,-
872328,宁苗生态,0.0473,"""-""",45396123.75,"""-""",3781875.05,"""-""","""-""",3.23,1.81858524,-0.09745034,17.33351088,-
872341,同泽股份,0.38,"""-""",25855224.52,"""-""",1897370.61,"""-""","""-""",13.17,3.07181474,-4.06223565,32.20157904,-
872310,协汇食品,0.07,"""-""",3829353.07,"""-""",739036.36,"""-""","""-""",3.28,2.23199539,0.41035673,36.5530455,-
872339,光锐通信,-0.06,-0.06,2644087.36,"""-""",-213599.32,"""-""","""-""",-10.41,1.0555506,-0.12744937,28.16688175,-
872332,恒义股份,0.16,0.16,71626796.47,"""-""",5820260.62,"""-""","""-""",7.01,1.80052216,0.36401835,33.07720148,-
872314,维拓科技,"""-""","""-""",6403594.45,"""-""",-3251.52,"""-""","""-""",-0.05,1.14876857,0.23013212,37.13885769,-
872337,卓奥科技,0.11,0.1,26277547.17,"""-""",2232187.46,"""-""","""-""",9.63,1.16342389,-0.03979516,29.82009736,-
872330,思伟科技,0.11,0.11,3505531.98,"""-""",1036962.69,"""-""","""-""",10.4,1.1091485,0.33212792,93.3823813,-
872313,科隆智谷,0.05,0.05,23552827.74,"""-""",1445507.36,"""-""","""-""",3.78,1.39028465,-0.05759345,24.87561772,-
872329,冠翔生物,0.0598,0.0598,9149186.49,"""-""",597707.61,"""-""","""-""",4.13,1.47695497,-0.08371639,42.12314575,-
872345,通慧科技,-0.04,"""-""",1140847.71,"""-""",-559478.74,"""-""","""-""",-2.82,1.30416411,0.05467169,36.09821945,-
872312,河谷智能,0.06,0.0694,21491689.1,"""-""",2284050.75,"""-""","""-""",3.62,1.65113504,0.14237191,36.59476858,-
872342,华达股份,0.09,"""-""",27181271.08,"""-""",4300850.96,"""-""","""-""",8.88,1.01191345,-0.0044634,41.30898057,-
872334,科炬生物,-0.08,-0.11,10625340.38,"""-""",-1546261.29,"""-""","""-""",-6.63,1.12900034,-0.31451531,52.97733267,-
872340,融通股份,0.05,"""-""",3444400.46,"""-""",605125.67,"""-""","""-""",2.66,1.63940152,1.25666767,57.11447124,-
872325,丽宫食品,0.08,"""-""",10438680.92,"""-""",2605519.77,"""-""","""-""",6.44,1.25437957,-0.29270566,59.31597543,-
872333,磐电科技,0.1,"""-""",9869713.45,"""-""",2079483.86,"""-""","""-""",8.43,1.2808768,0.30403846,61.37621402,-
872306,同强商厨,0.01,0.01,7300445.96,"""-""",173627.52,"""-""","""-""",0.56,1.17782399,0.05448001,26.18569072,-
872321,子宏生态,0.068,"""-""",7589189.66,"""-""",1352039.99,"""-""","""-""",5.4,1.2915156,-0.05720747,51.24740749,-
872331,华亿能源,0.0011,0.0013,22319813.88,"""-""",108023.65,"""-""","""-""",0.08,1.34062803,0.02966235,34.90088005,-
872317,凯特智控,0.01,0.01,29050680.29,"""-""",459699.15,"""-""","""-""",0.35,2.6199431,-0.17476056,20.1390319,-
872316,越川网络,0.13,0.13,5622977.31,"""-""",1293586.79,"""-""","""-""",6,2.35,-0.04,94.93049742,-
600110,诺德股份,0.0308,"""-""",700910723.4,95.78050893,35397745.95,300.8253301,3933.2611,1.8762,1.66131336,0.02683946,24.12622961,材料行业
872336,强纶新材,0.1,"""-""",6228885.18,"""-""",1774241.22,"""-""","""-""",6.29,1.65475385,-0.0703997,58.14992981,-
872335,万洁天元,0.09,0.0747,13028888.77,"""-""",2372094.74,"""-""","""-""",4.27,2.20005676,-0.04606427,52.04486645,-
872308,盛祺信息,-0.15,"""-""",2652634.18,"""-""",-747375.36,"""-""","""-""",-10.27,1.38044488,-0.72662614,56.13955483,-
872304,天浩科技,0.11,"""-""",12248257.24,"""-""",1300570.99,"""-""","""-""",9.84,1.12471911,-0.00283496,26.39529303,-
872326,名流泵业,"""-""","""-""",5621699.04,"""-""",-205389.04,"""-""","""-""",-0.4,1.06091799,-0.04277336,28.80541805,-
872311,威德环境,-0.02,-0.02,6463666.82,"""-""",-819447.41,"""-""","""-""",-1.58,1.01975947,-0.23711528,35.33304197,-
872291,固耐特,0.02,0.015,15236788.71,"""-""",482106.81,"""-""","""-""",2.17,1.10996714,-0.15397212,26.84355554,-
872323,汇景生态,0.06,"""-""",63703410.57,"""-""",4908355.19,"""-""","""-""",5.26,1.15672672,0.02870838,16.72271567,-
872307,创举科技,-0.05,-0.04,15654300.24,"""-""",-544392.22,"""-""","""-""",-0.92,4.91637727,-0.05518699,34.4239948,-
872292,群达环保,0.07,"""-""",7912679.18,"""-""",673068.75,"""-""","""-""",4.36,1.57656038,0.00843439,32.84965902,-
872303,自由能,1,0.018,12309837.71,"""-""",23971949.06,"""-""","""-""",53.99,2.34928843,0.01656225,29.87510418,-
872295,宗兴合泰,-0.01,"""-""",1994429.27,"""-""",-51346.48,"""-""",-104.942541,-0.68,1.25972201,-0.10487663,62.20245253,-
872309,信泰节能,-0.001,-0.003,13550061.57,"""-""",-28690.53,"""-""","""-""",-0.05,1.40542104,-0.0319205,27.70624385,-
872294,汉邦生物,"""-""",0.0008,6260018.5,"""-""",26755.91,"""-""","""-""",0.07,1.20619198,0.09139719,32.06098097,-
872285,铝泰股份,0.16,"""-""",34787260.57,"""-""",786324.91,"""-""","""-""",25.25,1.02535003,-0.51846688,10.55174963,-
872284,新大长远,-0.04,-0.04,696396.39,"""-""",-709252.79,"""-""","""-""",-2.85,1.2254055,0.06287171,28.51771388,-
872305,百斯福,0.11,0.0033,13152188.36,"""-""",320974.09,"""-""","""-""",-4.12,1.1712206,-0.25345759,14.74744169,-
872299,亚捷科技,0.72,"""-""",20506951.65,"""-""",1449999.14,"""-""","""-""",3.66,2.7310927,0.06769215,19.47062507,-
872302,和邦盛世,0.02,"""-""",52041049.16,"""-""",1685523.29,"""-""","""-""",1.41,1.30901704,-0.12917304,22.0589185,-
872300,玉柴动力,1.04,"""-""",281428799.2,"""-""",10431056.52,"""-""","""-""","""-""",17.29261028,1.23376572,18.25493518,-
872289,鸿途信达,0.14,"""-""",7506158.28,"""-""",864541.12,"""-""","""-""",9.69,1.48167126,0.56452642,24.54526085,-
872293,悦诚股份,0.06,"""-""",8172500.62,"""-""",479083.17,"""-""","""-""",4.62,1.32725943,0.08417082,20.78793565,-
872286,上元智能,0.04,0.04,8106079.43,"""-""",411989.36,"""-""","""-""",4.49,1.07490733,-0.31612047,23.87614329,-
603916,苏博特,0.15,0.09,263554110,"""-""",34319017.28,"""-""",-11.109,3.04,5.02420412,0.07579918,41.02301428,化工行业
713,丰乐种业,-0.0196,"""-""",347191934.3,50.20835524,-5849433.99,-141.219662,-105.8831,-0.42,4.62106272,-0.37038654,12.60305988,农牧饲渔
872297,莎特勒,0.0303,0.0303,26899545.76,"""-""",1394411.23,"""-""","""-""",2.05,1.27632792,-0.05951377,16.72799638,-
872301,东方亮,0.03,"""-""",12913541.54,"""-""",501038.04,"""-""","""-""",1.63,1.43256359,0.13149676,18.58578774,-
872296,格林春天,0.001,"""-""",2719475.62,"""-""",27974.62,"""-""","""-""",0.12,1.08618042,-0.1329484,29.47020867,-
872290,轻冶股份,-0.05,"""-""",1246867.14,"""-""",-836340.63,"""-""","""-""",-3.83,1.19460033,0.21127184,53.07202177,-
872287,建工新科,0.03,0.03,6454849.53,"""-""",768500.94,"""-""","""-""",1.96,1.58335494,0.26617634,11.49218873,-
872282,世胜股份,-0.03,"""-""",3869942.3,"""-""",-620602.22,"""-""","""-""",-1.82,1.67441463,0.07470824,56.56056603,-
872281,迈光科技,0.05,0.05,8014480.18,"""-""",496263.55,"""-""","""-""",4.59,1.18002579,0.07321432,32.73586734,-
872298,威海顺意,0.02,0.02,20346840.56,"""-""",336239.92,"""-""",-82.7841,0.86,2.17364096,0.00383106,15.73139319,-
872280,科金明,"""-""","""-""",32465148.5,"""-""",-75626.85,"""-""","""-""",-0.33,1.14566349,-0.07073958,8.35651637,-
872279,超越智能,0.003,-0.0006,1795512.03,"""-""",62095.13,"""-""","""-""",0.27,1.12495484,-0.00234674,34.82878029,-
872277,九鼎园林,0.02,0.016,13408562.45,"""-""",484021.28,"""-""","""-""",1.33,1.23771254,0.1240765,14.8494284,-
872274,卡本新能,0.04,0.0379,1665393.5,"""-""",204602,"""-""","""-""",1.29,2.99809819,-0.35376401,70.3679749,-
872283,怡联科技,-0.07,-0.08,3016196.07,"""-""",-746956.93,"""-""","""-""",-5.76,1.35843906,-0.22998892,34.95614229,-
872272,华达建业,0.05,0.05,6874740.25,"""-""",667407.37,"""-""","""-""",4.15,1.17026974,-0.14753871,50.05802685,-
603659,璞泰来,0.22,0.2,404164744.2,"""-""",79707448.05,"""-""",-50.561,7.68,2.91912467,0.06437962,36.53712146,材料行业
834282,前程股份,0.24,0.2486,235458870.5,"""-""",9876083.81,"""-""","""-""",7.96,3.07708155,0.07739177,15.99681318,-
430674,巴兰仕,0.13,0.13,96102124.16,"""-""",7708392.73,"""-""","""-""",5.48,2.40864319,0.07361229,26.45274611,-
430373,捷安高科,-0.13,-0.13,11474108.27,"""-""",-8281168.82,"""-""","""-""",-5.12,2.40674809,-0.80919403,53.96454438,-
871214,盛利维尔,0.05,0.04,170089156.1,"""-""",17920220.8,"""-""","""-""",2.17,2.26203306,0.06977519,27.28750394,-
831173,泰恩康,0.07,0.06,97713754.15,"""-""",10390423.7,"""-""","""-""",2.36,2.86226854,-0.15219887,37.49254992,-
603260,合盛硅业,0.45,0.43,1446375860,"""-""",271296021,"""-""",20.3214,9.76,4.8581367,0.5402229,36.21850557,化工行业
832840,亚世光电,0.2984,0.2874,115222482.3,"""-""",17247907,"""-""","""-""",7.71,4.01770062,0.00298523,28.78955625,-
832554,晨光精工,0.18,0.17,90302337.29,"""-""",10635916.48,"""-""","""-""",6.54,2.75100495,0.11724837,27.97278652,-
430512,芯朋微,0.08,0.04,52854518,"""-""",6073003.82,"""-""","""-""",3.23,2.47647276,-0.16733751,34.71391916,-
872244,金鑫新材,0.07,0.07,29603865.72,"""-""",3096811.61,"""-""","""-""",4.16,1.41602598,-0.34557011,26.85556959,-
872210,德建建科,"""-""","""-""",38508655.89,"""-""",40522.29,"""-""","""-""",0.07,1.80826077,-0.46313799,14.96196449,-
2906,华阳集团,0.17,0.16,994916797.7,"""-""",68669758.86,"""-""",-42.1783,2.85,5.87569917,-0.73960767,22.71134021,电子元件
603733,仙鹤股份,"""-""","""-""",600067400,"""-""",78766500,"""-""",43.0303,"""-""",3.75462509,-0.24455255,19.13565043,造纸印刷
833137,通宝光电,0.38,0.37,81216378.78,"""-""",20592876.7,"""-""","""-""",8.48,5.0982502,-0.06252504,42.03599814,-
430142,锐新昌,0.11,0.11,65529706.25,"""-""",9142054.13,"""-""","""-""",3.26,3.47047749,0.20002767,31.79919928,-
2899,英派斯,0.17,0.17,156196406.5,"""-""",15464069.88,"""-""",-38.2798,3.5,4.9937699,-0.19332046,38.09532647,文教休闲
2625,光启技术,0.02,"""-""",106836939.8,10.01905507,19310833.24,123.3093982,-32.1483,0.37,5.8851836,0.01913275,33.48248054,汽车行业
300189,神农基因,0.0051,"""-""",481818268.6,417.7428759,5192229.27,231.4798922,-87.5637,0.3611,1.40671061,-0.25389557,12.09287902,农牧饲渔
603533,掌阅科技,0.1,0.09,378586364.4,"""-""",35689666.37,"""-""",20.6849,4.53,2.12829305,0.05949179,31.04094847,文化传媒
732,泰禾集团,0.19,"""-""",4412184212,24.50960133,230667840.4,-28.34699659,-53.2786,1.27,11.54146061,-4.7609356,19.94480946,房地产
300707,威唐工业,0.2422,0.2045,84554773.57,-1.89941647,14277774.55,-11.91006553,62.8085,5.6,4.44732734,0.05603909,44.07464924,汽车行业
600025,华能水电,0.05,"""-""",3281477044,13.90982673,803597723.1,59.51825532,385.7693,"""-""",2.12733237,0.09412605,51.73498475,电力行业
603277,银都股份,0.12,0.12,287014522,"""-""",39441506.8,"""-""",-34.719,5.95,2.03824915,-0.10588873,43.25895542,机械行业
603183,建研院,0.17,0.17,90577826.78,"""-""",11299925.38,"""-""",-40.3325,3.38,5.15068558,-0.57510292,48.24737937,工程建设
300696,爱乐达,0.16,0.16,17349960.35,"""-""",8158170.5,"""-""",-84.8947,2.81,5.69474144,0.21570746,69.39191276,航天航空
430447,广信科技,0.07,0.06,61769904.8,"""-""",4052611.2,"""-""","""-""",2.28,3.03004547,0.07379328,25.44496298,-
600635,大众公用,0.0428,"""-""",1369543546,-0.16152319,126445187.2,-10.97366012,14.0247,1.73,2.54871367,0.07194808,10.50529249,公用事业
2895,川恒股份,0.0876,0.0707,237831469.8,"""-""",31537843.35,"""-""",893.1751,1.97,4.29344629,-0.04543342,27.65118571,化工行业
2893,华通热力,1.25,1.24,516684604,"""-""",112737952.8,"""-""",393.9257,28.53,4.84837718,-2.41802201,32.22249184,公用事业
300695,兆丰股份,0.61,0.57,110878083.4,"""-""",30598980.45,"""-""",-60.811,6.37,9.92057615,0.50855847,52.37936481,汽车行业
600901,江苏租赁,0.13,0.12,571970688.3,"""-""",297702612.1,"""-""","""-""",5.38,2.4237343,-0.4833694,"""-""",多元金融
872666,友华医院,-0.32,-0.11,11208777.4,"""-""",-4643569.58,"""-""","""-""",-30.79,1.15537281,-1.05194971,26.58401272,-
872383,豫科玻璃,"""-""","""-""",2584719.82,"""-""",-11053.26,"""-""","""-""",-0.1,1.09907983,-0.05605999,27.11372949,-
872381,富利环保,-0.0015,-0.0015,2736687.49,"""-""",-15083.75,"""-""","""-""",-0.12,1.21366794,0.63353427,48.46281882,-
872380,金鑫新能,0.24,"""-""",4637135.5,"""-""",3239412.17,"""-""","""-""",18.12,1.28272602,-0.00701345,92.79516697,-
872379,网域科技,0.08,0.05,1535037.92,"""-""",392949.07,"""-""","""-""",4.73,1.7025215,0.26699076,68.85290625,-
872378,韦伯股份,0.05,"""-""",4476668.56,"""-""",232668.78,"""-""","""-""",3.71,1.25345254,0.04836681,45.05739665,-
872376,农好股份,0.14,0.1288,201169927.1,"""-""",2870866.01,"""-""","""-""",2,7.11143737,-2.31096236,6.05320056,-
872278,宝华物流,0.03,0.03,27026400.44,"""-""",2108632.31,"""-""","""-""",2.59,1.17755582,0.11131906,23.30818558,-
872327,简达物流,0.22,0.22,283323714.6,"""-""",4435601.8,"""-""","""-""",17.28,1.39440904,0.09405709,5.50434608,-
872375,爱特安为,0.01,0.01,2128867.93,"""-""",124838.77,"""-""","""-""",1.15,1.26357641,-0.14061191,46.34885359,-
872374,云里物里,0.41,0.41,12889415.47,"""-""",2059345.79,"""-""","""-""",17.55,2.62383048,0.60237791,37.92845899,-
872245,巴山牧业,0.04,"""-""",8331110.54,"""-""",1269858.24,"""-""","""-""",3.23,1.14292308,0.0033763,38.60170951,-
872373,第一成美,0.55,"""-""",11027635.83,"""-""",3305438.01,"""-""","""-""",12.48,4.68850339,5.62731827,42.81853629,-
872372,桃子科技,0.4766,0.4766,2773584.82,"""-""",953159.25,"""-""","""-""",17.84,2.27336643,0.05301934,74.08806449,-
872370,慈生堂,0.05,0.05,7414854.23,"""-""",515402.74,"""-""","""-""",5.15,"""-""",-0.03,60.80817842,-
872367,豪钢锻造,0.0236,0.02,30045249.99,"""-""",3385920.51,"""-""","""-""",2.02,1.17831358,0.04756406,28.38304219,-
872769,菲高科技,0.47,0.47,17826084.32,"""-""",5930405.36,"""-""","""-""",18.98,1.54456342,-0.03727525,59.50662018,-
603129,春风动力,0.3,0.23,339140720.1,38.22052209,29647670.48,88.22965837,14.7656,7.36,4.17810658,0.31933578,35.47885597,交运设备
300693,盛弘股份,0.29,"""-""",132248096.6,14.30565433,19786601.51,-17.36977687,23.8118,"""-""",3.98573446,-0.06477834,48.69845445,专用设备
601949,中国出版,"""-""","""-""",627527793,34.97579057,-97811500,-2340.224035,-123.3528,"""-""",2.79905558,"""-""",28.15312217,文化传媒
835072,东海租赁,0.01,"""-""",49169912.63,50.07452776,16215165.42,436.5117208,-59.8592,0.83,1.58751185,0.01429303,56.38864624,-
872324,西信信息,0.06,"""-""",12778040.26,"""-""",729304.11,"""-""","""-""",1.66,3.55114633,-0.0156501,35.07160276,-
872366,吾尔利,0.01,0.003,19312673.71,"""-""",613250.57,"""-""","""-""",0.52,1.03074734,0.06374756,24.62125903,-
872365,科迪智能,0.01,"""-""",9529241.29,"""-""",812636.7,"""-""","""-""",1.18,1.2347112,0.08929342,39.10871807,-
872731,德石股份,0.03,0.03,29372840.3,"""-""",3329112.92,"""-""","""-""",0.72,4.08930567,0.02738423,43.35078365,-
872288,金码测控,0.02,0.02,6128995.46,"""-""",791168.37,"""-""","""-""",1.46,1.32714971,-0.01058275,63.30384784,-
