scode,sname,b,c,t,y,p,st,sh,r,mg,bps,xsmll,pn
600973,宝胜股份,0.298,0.245,15126698586,16.46287046,265669135.2,65.52481951,-0.778,11.03,3.97873042,1.77282998,8.33401452,输配电气
2024,苏宁易购,0.08,-0.13,1.48585E+11,9.61853609,704414000,-19.26524119,652.545,1.41,7.05793771,0.41237579,14.36063026,商业百货
2019,亿帆医药,0.64,0.64,3504600953,43.93026864,704762728.1,95.45605218,-2.4131,22.02,3.2018392,0.77747757,50.54895448,医药制造
2016,世荣兆业,0.1157,0.1222,1432955498,6.22211508,93630840.51,46.57454904,101.7776,5.37,2.21216682,3.13806411,37.28717095,房地产
600135,乐凯胶片,0.1103,0.0984,1421463573,20.1402647,41143028.78,12.25718607,-102.3368,2.53,4.39891429,-0.10446206,17.26862581,材料行业
600689,上海三毛,0.46,-0.22,1151221577,2.0155131,92489820.23,338.5678107,662.6931,24.49,2.11,0.09721236,7.26044875,纺织服装
900922,三毛B股,0.46,-0.22,1151221577,2.0155131,92489820.23,338.5678107,662.6931,24.49,2.11,0.09721236,7.26044875,纺织服装
600131,岷江水电,0.33,0.3,1136610565,21.44139656,164094200.2,29.56374372,-100.3609,16.8,2.074696,0.44415722,18.95687458,电力行业
600121,*ST郑煤,-0.6186,0.1767,9494106703,-21.20186025,-628059008.8,-15.71357039,-1056.5164,-20.03,2.78742594,0.87472222,13.26996912,煤炭采选
600106,重庆路桥,0.3,0.28,305068818.2,-4.76562849,295262983.6,31.37404899,-35.1738,8.8,3.84220468,0.25903517,87.0776804,高速公路
600085,同仁堂,0.68,0.664,12090740122,10.95962462,933165391,6.59413046,-10.1694,12.51,5.68257085,0.76251488,45.97765794,医药制造
300719,安达维尔,0.7324,0.7156,397704392.2,27.76436706,91183927.33,69.76696017,"""-""",27.04,3.16921483,0.90807557,57.0579787,航天航空
603363,傲农生物,0.25,0.24,4978470598,24.06756764,91375506.77,170.5263323,"""-""",21.39,1.57706096,0.42984123,17.4989241,农牧饲渔
603357,设计总院,0.8,0.79,967033480.5,13.67661278,195763457.3,39.66470078,-15.8802,28.26,3.24709211,0.76088971,43.14766962,工程建设
603725,天安新材,0.65,0.56,859638576.6,28.78686839,71883314.03,36.05710386,"""-""",19,3.75024918,0.35445159,24.17070818,塑胶制品
300633,开立医疗,0.36,0.28,719356862.9,4.88898015,130427136.2,23.19403492,294.1243,20.52,2.00031704,0.38160468,64.99283536,专用设备
600784,鲁银投资,0.073,-0.31,2991561184,27.71764199,41716670.62,164.3281418,-800.6685,2.75,2.81860099,0.92412768,5.76053212,综合行业
600775,南京熊猫,0.1305,0.0443,3702763357,2.47075806,119240512.9,-17.10005633,64.0398,3.67,3.63332301,0.05815775,14.44616774,通讯行业
600769,祥龙电业,0.005,-0.005,22340577.4,7.56722495,1791948.27,-71.61081918,26.447,4.13,0.11817294,-0.00148035,5.97655215,工程建设
600767,*ST运盛,-0.167,-0.159,94275813.68,87.28545036,-56880587.32,19.02405303,11.1014,-22.004,0.65530684,0.03212135,66.92481289,软件服务
2490,*ST墨龙,-0.77,-0.78,1531118375,-5.13033336,-612476376.2,-135.9626167,-441.3065,-28.8,2.27996709,0.1308734,-7.22886278,机械行业
2672,东江环保,0.62,0.44,2617076763,8.90934642,533813817.5,60.5290895,-12.0295,17.65,3.70724976,0.77759405,36.12119929,环保工程
900934,锦江B股,0.7998,0.4406,10635544287,91.19381624,694579421.8,8.93491798,-8.52,6.94,13.36329,2.38217973,90.55187662,旅游酒店
600754,锦江股份,0.7998,0.4406,10635544287,91.19381624,694579421.8,8.93491798,-8.52,6.94,13.36329,2.38217973,90.55187662,旅游酒店
600685,中船防务,0.0504,-0.0679,23349604898,-8.50195739,71224250.43,-27.559259,312.0886,0.69,7.32066247,-2.66081122,7.00610092,船舶制造
600576,祥源文化,0.17,0.18,716917816,98.23673642,108765090.3,293.937191,19.0534,6.14,2.87692239,-0.00821958,36.78525507,文化传媒
970,中科三环,0.297,0.28,3540901425,1.1008528,316593071.1,15.22383338,7.9559,7.91,3.86857441,0.32504415,24.78330948,电子元件
600452,涪陵电力,1.05,0.93,1665242119,33.22321345,167946400.1,-9.75648854,-30.8482,22.23,5.57130873,2.15118056,13.36013405,电力行业
600249,两面针,0.05,-0.2,1561837700,15.41873567,26902965.06,115.5276895,945.9819,1.31,3.60426071,0.02737811,14.47795119,化工行业
900932,陆家B股,0.7879,0.6415,12807148076,69.289609,2648735993,22.28522299,175.4681,12.13,4.06255545,-0.37318822,47.1954522,房地产
600663,陆家嘴,0.7879,0.6415,12807148076,69.289609,2648735993,22.28522299,175.4681,12.13,4.06255545,-0.37318822,47.1954522,房地产
600658,电子城,0.64,0.59,1515539038,-16.35699969,419954117.4,-19.85933566,976.8705,9.73,7.50595675,-0.5009627,68.06953626,房地产
600643,爱建集团,0.43,0.355,1604799744,21.19274428,620500828.6,11.86629648,5.4291,10.23,4.44126506,-0.13202618,39.07455392,多元金融
600283,钱江水利,0.17,0.14,815495796.5,1.37552427,58948269.81,42.91418205,235.6485,3.37,4.8935021,0.35906199,41.65359529,公用事业
600259,广晟有色,0.1,-0.68,4161956503,21.42414249,26319963.64,109.590117,934.1882,4.02,6.40029188,-1.38889334,3.34354104,有色金属
600258,首旅酒店,0.5997,0.413,6522779198,389.404346,210938549.2,110.6641245,-62.3716,12.78,14.0508145,3.09932542,94.4929494,旅游酒店
600252,中恒集团,0.14,0.15,1670061992,24.34520606,489356682.1,-5.92169112,-63.657,9.53,1.53137106,0.43038148,73.68891276,医药制造
600235,民丰特纸,0.04,0.04,1468229547,4.02404959,12550661.99,108.0873368,-25.9305,1,3.58780521,0.67237668,18.81969155,造纸印刷
600068,葛洲坝,0.686,0.594,1.00254E+11,21.85260748,3395312602,26.54674867,43.8254,14.782,4.89109768,-0.74454766,13.05381863,工程建设
600059,古越龙山,0.15,0.13,1535223217,11.57586294,122126683.6,-8.3772923,76.5504,3.19,4.81700685,0.2694568,36.10798152,酿酒行业
600016,民生银行,1.31,1.31,1.55154E+11,0.50898494,47843000000,3.75615363,-27.3032,15.13,9.12,28.19912746,"""-""",银行
600008,首创股份,0.1267,0.0906,7912040562,12.0448607,610888929.7,13.91796797,60.4988,6.76,1.6051917,0.61365488,32.94152521,公用事业
601866,中远海发,0.0315,-0.1405,15964910225,-56.35688959,368592163.1,284.9244528,387.3086,1.27,1.13411841,0.66388708,10.35014438,港口水运
157,中联重科,-0.12,-0.22,20022516699,-3.52150406,-933697485.7,-1218.636986,-483.8243,-2.44,4.80335692,0.28294921,23.86228409,机械行业
151,中成股份,0.3408,0.2921,1767361162,45.76957798,100879897.9,-25.04458026,20.09,10.09,3.34968272,-1.18412789,11.61825345,国际贸易
2049,紫光国芯,0.5539,0.3922,1418572250,13.50439162,336106379.1,0.18669096,-52.5924,11.09,5.2616182,0.21420431,38.01880995,电子元件
2037,久联发展,0.19,0.18,3385071836,6.96900883,61937521.35,-23.72615638,172.783,3.09,6.15574191,2.38791912,26.53335078,化工行业
601988,中国银行,0.54,0.47,4.8363E+11,1.96259495,1.64578E+11,-3.66823729,-28.751,12.58,4.45659786,0.61850731,"""-""",银行
601328,交通银行,0.89,0.89,1.93194E+11,-0.36062901,67210000000,1.02513228,-1.9106,12.22,7.67,6.53175586,"""-""",银行
600403,*ST大有,-0.82,-0.7,5181052960,12.0396272,-1962631328,-52.33964631,-107.2062,-26.13,2.7666477,0.10902804,6.52815547,煤炭采选
852,石化机械,-1.3855,-1.44,3444167984,-32.40800775,-828721994.6,-14297.17854,-196.3229,-38.96,2.85967217,-0.19954462,4.66337885,机械行业
600621,华鑫股份,0.43,0.21,2434710930,66.78888873,397786443.8,18.27494008,1055.471,8.14,9.57980328,-5.61946082,63.49632452,券商信托
900903,大众B股,0.24,0.148498,3226318318,34.47774824,558851620.9,9.15904149,-28.3512,6.29,3.92079517,0.59809613,30.82569455,交运物流
600611,大众交通,0.24,0.148498,3226318318,34.47774824,558851620.9,9.15904149,-28.3512,6.29,3.92079517,0.59809613,30.82569455,交运物流
600582,天地科技,0.225,0.209,12936846376,-9.83062849,931879576.8,-24.07649377,650.7536,6.82,3.3865761,0.02681944,33.76573386,机械行业
600571,信雅达,0.28,0.25,1385272501,28.69979677,122613416.4,1.30114103,61.9948,11.09,2.62955304,0.29619613,52.91626769,软件服务
591,太阳能,0.239,0.486,4333480305,19.37039377,653249269.3,38.17925894,30.9138,6.92,8.26473982,0.9942984,32.86018937,电力行业
600426,华鲁恒升,0.54,0.541,7701060176,-10.98374093,875490486,-3.2232263,49.2228,11.27,6.54712005,0.79997826,20.23199111,化肥行业
600422,昆药集团,0.5164,0.3987,5100597123,3.76165715,407256142.5,-3.23028694,-6.3529,11.9,4.51069445,0.39452465,38.66276888,医药制造
600416,湘电股份,0.17,0,10978754580,15.24266412,133079959.1,118.6080267,67.7721,2.8,7.0456809,0.32768899,13.15653826,机械行业
600396,金山股份,0.0146,0.0131,6567449154,-8.19776438,21442490.65,-91.70896857,-720.2074,0.59,2.44573828,1.17770574,19.0891131,电力行业
600549,厦门钨业,0.1359,0.0549,8528390663,9.97506109,147003334.2,122.1897617,-107.1626,2.23,5.9997519,1.1150193,19.92875924,有色金属
963,华东医药,1.5,2.93,25379667503,16.80958966,1446591698,31.87850335,-32.4921,22.19,14.97459316,2.77119651,24.27361184,医药制造
959,首钢股份,0.0758,0.0711,41850407993,15.15012009,400963972.9,135.409448,119.4385,1.66,4.60949843,1.48618789,11.57522552,钢铁行业
936,华西股份,0.68,0.68,2125321282,5.58220364,604450995.4,604.4612649,-85.6697,15.88,5.49528962,0.26265793,12.6437197,化纤行业
928,中钢国际,0.4405,0.864,9447555494,-3.32602667,513165702.7,8.64575206,4.7747,15.78,6.06143187,-2.00141222,18.00129226,工程建设
921,海信科龙,0.8,0.73,26730219497,13.88323013,1087732130,87.43174052,-26.221,24.23,3.57186142,2.1471164,23.35770734,家电行业
920,南方汇通,0.23,0.19,1009380053,11.58381188,98657200.2,17.30077404,-40.4167,10.38,1.85803993,0.4476691,43.939239,材料行业
600382,广东明珠,0.5,0.41,239564934.2,10.04384966,177202706,12.7440358,53.767,6.14,10.24573937,-1.43485054,67.28309789,国际贸易
600218,全柴动力,0.26,0.16,2980986959,4.36930547,94891418.81,23.18725257,-79.342,5.15,5.0895584,1.37289644,13.74133562,机械行业
600187,国中水务,0.0111,-0.0158,357819939.1,-24.62264775,16188985.23,113.7341061,-6.7832,0.63,1.76018841,0.06498206,33.92484347,公用事业
200011,深物业B,0.5954,0.5999,2059204077,91.12388319,354857241.7,126.2832018,18631.2343,15.79,4.04449547,3.77872515,57.6275983,房地产
11,深物业A,0.5954,0.5999,2059204077,91.12388319,354857241.7,126.2832018,18631.2343,15.79,4.04449547,3.77872515,57.6275983,房地产
600320,振华重工,0.05,0.036,24348087928,4.62218549,212419946,0.00375638,31.3636,1.41,3.46143886,0.37774746,18.97653757,机械行业
900947,振华B股,0.05,0.036,24348087928,4.62218549,212419946,0.00375638,31.3636,1.41,3.46143886,0.37774746,18.97653757,机械行业
900943,开开B股,0.09,0.06,906058549.1,2.8117578,21292231.22,7.28178418,185.1533,4.1,2.00802827,0.04638072,20.351997,商业百货
600272,开开实业,0.09,0.06,906058549.1,2.8117578,21292231.22,7.28178418,185.1533,4.1,2.00802827,0.04638072,20.351997,商业百货
900939,汇丽B,0.057,0.0316,11065621.48,4.45474209,10350012.33,142.8319007,0.1761,17.06,0.36872031,0.01677165,66.23135134,房地产
600163,中闽能源,0.106,0.105,394217439.3,-41.94146853,105478533.9,1723.390099,595.7498,6.905,1.58120064,0.26483644,59.95112366,电力行业
798,中水渔业,0.1603,0.1036,623146403.7,2.48050088,51199519.94,113.3662195,1036.1197,10.38,2.50025923,0.09375264,2.22044277,农牧饲渔
600893,航发动力,0.46,0.37,22217285705,-5.37792196,890695467.8,-13.80404768,175.4806,5.82,8.01135767,-0.98727634,19.50684418,航天航空
600536,中国软件,0.21,0.1,4529778512,24.77380944,102306766.5,73.14742769,380.0843,5.07,4.17341401,0.10772795,39.1136176,软件服务
585,*ST东电,-0.11,-0.1141,63514424.29,-58.14273009,-99493754.11,-2116.763583,-646.0688,-39.4,0.2321924,-0.03422545,15.05845783,输配电气
400054,托普1,-0.29,"""-""","""-""","""-""",-67083883.1,-8.02845374,0.0855,"""-""",-8.62865739,6.04E-05,"""-""",-
2053,云南能投,0.4838,0.4733,1455018730,-12.63951694,270126825,163.4644426,7.0433,12.95,4.03809457,0.77393838,59.97059478,化工行业
789,万年青,0.3738,0.4492,5657765744,1.33865802,229249983,-7.78683428,-35.5975,8.44,4.57171649,1.48844992,23.52062786,水泥建材
430161,光谷信息,0.56,0.52,193503815.8,28.65457726,21658912.43,32.66403399,"""-""",20.51,3.48,0.28098567,37.74842368,-
2815,崇达技术,1.0087,1,2246611859,27.87059073,375753398.1,24.88383285,-14.9942,27.48,5.13930554,1.10656159,36.8147472,电子元件
835301,银色坐标,0.14,0.02,22369406.42,10.73868854,691343.98,3.24338171,"""-""",11.22,1.3,0.35010476,42.20112677,-
835003,龙腾影视,0.78,0.77,82436132.32,-39.87889391,30189668.17,-40.27700265,"""-""",19.53,4.37,-1.62418148,72.74464284,-
835419,哟哈股份,-0.37,-0.41,66314137.81,13.82961616,-7396462.3,-348.1978518,"""-""",-18.22,1.85,-0.69976625,40.92476791,-
835287,鹏业软件,0.19,0.1158,40486727.55,16.58225794,4243563.2,434.3815745,"""-""",10.57,1.83,0.37048733,65.40884231,-
835008,卓越钒业,0.19,0.18,177124685,26.32527596,23118317.92,1518.029826,"""-""",15.8,1.28,0.03350146,29.50744412,-
834968,玄武科技,0.4,0.292,354064720.2,31.14039748,20027982.32,9.68035452,"""-""",12.89,3.63,-0.04058534,43.63164432,-
834973,江苏宏力,0.17,0.1,33797410.95,12.63569938,3916062.61,628.1195594,"""-""",16.13,1.17,0.46898569,37.75973866,-
835256,数图科技,0.28,-0.21,15921265.97,-7.24059208,2509905.83,35.0089467,"""-""",19.17,1.52,0.39033186,36.85848168,-
835665,金禾水,0.06,0.06,16501668.66,41.05640788,1142603.46,-9.15042555,"""-""",5.67,1.12,0.05191113,29.96908962,-
834746,鲲鹏万恒,-0.05,-0.15,19865063.4,-45.71080615,-649862.83,-155.9541578,"""-""",-3.89,1.357,-0.45531078,14.52426444,-
835394,西江物流,-0.09,-0.12,13866609.61,-69.52621708,-4205612.15,-201.9556905,"""-""",-8.32,1.08,0.38431268,-1.34403265,-
834962,嘉宝股份,1.1644,1.1299,680112962.6,23.49150017,100538603.1,66.37897793,"""-""",54.23,2.88,2.28509199,"""-""",-
835384,禄智科技,0.45,0.31,30975307.7,24.38547964,8157779.79,105.8563241,"""-""",26.83,2.08,0.0036531,44.47601555,-
835658,金旅居,0.13,0.12,30671727.13,34.12485994,6491967.19,746.2733321,"""-""",2.84,1.21,0.57534399,77.66274237,-
835053,帝尔激光,0.66,0.6,76963726.87,98.06339677,30203486.61,241.3762597,"""-""",53.42,4.66,1.71,64.06624412,-
835785,芝兰玉树,-0.87,-0.885,58959520.58,135.5738508,-46741281.18,-233.0177827,"""-""",-86,0.85,-1.17808956,53.70684067,-
834927,自然科技,0.66,0.42,370751637.1,15.69442092,33538598.65,-5.88225396,"""-""",16.45,3.99,1.28793432,33.10301499,-
835231,福泰科技,0.13,0.08,129809155.8,28.43143213,5526234.06,688.3680241,"""-""",12.06,1.16,0.11162831,17.10650027,-
835190,美中双和,0.52,0.59,252620246.9,11.31545386,12790725.12,541.6044358,"""-""",8.32,6.5,-2.00018478,29.25587591,-
835024,七彩云南,0.49,0.46,209269590.2,5.88569129,50246824.33,-3.48575001,"""-""",8.38,6.1,0.70470034,67.693061,-
834767,爱富希,0.0349,-0.0272,125196501.2,45.37194391,3189612.9,29.22448743,"""-""",2.76,1.3,-0.19999366,13.74979231,-
834912,三好教育,-0.18,-0.24,33972908.71,-36.71275818,-5809678.32,-216.049675,"""-""",-11.07,1.5,-0.38021361,29.28108051,-
834909,汉氏联合,-0.16,-0.31,79352164.44,-0.99968864,-17999337.2,-186.7147885,"""-""",-5.64,2.9,0.04943688,74.69562528,-
834699,南通联科,0.22,0.38,66667979.63,58.7045805,6316151.33,808.0503826,"""-""",33.3,1.69,0.01434203,24.28724692,-
835223,瑞华股份,0.26,0.21,108517921.2,-11.43504001,19948268.96,38.5691857,"""-""",13.26,2.81,0.22244761,21.10216878,-
834732,雄汇医疗,0.42,0.42,232080398.7,21.45151447,22545774.93,11.88912761,"""-""",16.23,2.96,-0.48329637,19.90951681,-
834985,平治东方,-0.03,-0.0385,36841908.13,9.0703724,-1094781.1,-127.7785831,"""-""",-2.14,1.43,-0.29270115,53.45699023,-
835093,旷博生物,-0.04,-0.2372,58152170.36,67.02841074,-3367305.68,82.68382728,"""-""",-6.73,1.39,-0.49111855,30.18625947,-
834476,自在传媒,0.44,0.41,91584258.65,195.8056438,13038609.24,151.8366065,"""-""",46.09,1.38,0.3787779,38.69180355,-
835576,数字硅谷,0.04,0,42628189.56,87.16329257,5100155.74,4.84793128,"""-""",3.45,1.16,0.15654458,26.99410936,-
834641,中广影视,0.16,0.15,107863485.2,-26.32074539,33243796.39,-7.42753104,"""-""",8.49,2.21,-0.66466585,58.16094038,-
834839,之江生物,0.33,0.27,156641536.6,23.651699,48737703.36,49.84943775,"""-""",10.54,3.31,0.3049138,82.50721245,-
835184,国源科技,0.54,0.59,266426712.1,63.34369659,47409760.54,3.12724673,"""-""",24.11,3.28,-0.66735567,46.61592606,-
834590,信拓物流,-0.04,-0.09,14775714.65,48.558457,-383291.61,-925.336801,"""-""",-2.38,1.58,0.05961748,21.1985871,-
834636,莘泽股份,2.3,0.57,24814572.25,21.45119142,20705747.88,168.4276295,"""-""",81.98,3.96,1.32168214,59.11617392,-
834626,弗尔赛,0.3,-0.1701,46847264.2,22.35915693,5969902.89,-21.75394961,"""-""",14.15,3.07,-0.47359624,12.56237396,-
834203,华澜微,0.13,0.08,116215823,42.75627142,7756075.49,1101.864224,"""-""",8.7,1.83,-0.17558685,28.23757819,-
834631,海药股份,0.13,0.12,107506699.3,76.29151245,7482516.07,80.90714449,"""-""",10.6,1.25,0.11119094,21.07856422,-
834418,好买财富,-0.27,-0.28,211210643.3,-48.24409108,-88159498.36,-354.004506,-305.1468,-15.74,2.2,-0.01434674,83.04869888,-
834195,华清飞扬,0.23,0.96,419377407.4,39.87521037,25145167.61,-76.26602936,"""-""",6.83,3.85,0.72736081,94.96139228,-
834071,首键药包,0.11,-0.002,34098459.24,13.54005475,2892316.16,390.6644581,"""-""",9.63,1.19,0.07090059,26.22149812,-
834547,鼎合远传,0.1,0.05,111499852.5,75.13682892,1957149.9,147.6318419,"""-""",9.29,1.43,-0.32237212,22.08086211,-
834281,威达智能,0.27,0.2208,110536953.7,63.31811012,7838087.93,297.4760386,"""-""",21.25,1.35,-0.11135198,21.91261786,-
834232,水杯子,0.14,"""-""",41486577.98,53.6362737,5512847.93,269.1066243,"""-""",14.07,1.17,-0.07930229,39.09644555,-
834126,联益科技,0.2,0.2,80997922.73,56.07144456,5929447.91,90.96723362,"""-""",19.09,1.18,-0.60561012,17.12459051,-
834538,聚智未来,-0.31,-0.3225,7411740.25,153.8579872,-10449024.05,8.88791909,"""-""",-55.23,0.8,-0.0717597,22.56520714,-
834410,苏州电瓷,0.28,0.3,459849203.9,5.29886728,23391235.2,9.1448111,"""-""",7.05,4.09,0.48727555,29.01316329,-
833988,中成发展,0.71,0.64,97339558,-36.8892462,25893695.72,-44.89913748,"""-""",18.84,3.81,0.91141778,48.63798076,-
833925,兴业源,-0.35,0.12,60438335.07,0.64237332,-10513232.86,-136.5082817,"""-""",-16.1,1.99,0.23237275,29.90355098,-
833907,倍智测聘,-0.56,-0.73,26917371.84,72.06411963,-12961209.16,29.03138159,"""-""",-76.58,0.9,-0.49437083,50.93433067,-
834616,京博物流,1.04,0.96,1703724596,32.07926089,160115893.9,96.64289861,"""-""",41.76,2.93,1.25459256,17.74157865,-
834175,冠盛集团,0.66,0.66,1291590587,31.41673751,79331909.23,955.2659645,"""-""",18.09,3.94,1.37258245,25.49813705,-
834156,有米科技,-0.46,-0.76,1041385252,41.57217003,-35991239.27,-203.6185417,"""-""",-7.79,5.7,-0.88164266,10.97129006,-
834085,春秋园林,-0.1,-0.19,7273031.59,-35.10590158,-1479600.19,-89.80411938,"""-""",-10.72,0.87,-0.06327268,6.94162969,-
833722,巨科新材,0.31,0.3051,547086283.3,-9.00321075,31074216.94,39.28767566,"""-""",16.25,2.07,0.44868668,13.85822105,-
834154,建为历保,0.19,0.3,101998043.2,39.98706509,10209585.79,63.69655868,"""-""",16.36,2.95,-0.97846775,25.87683404,-
833671,邦诚电信,0.6,0.41,53523322.36,74.06061744,13204960.34,57.58731184,"""-""",26.12,2,-0.17449238,43.04760333,-
833804,康威通信,0.18,0.16,118623352.1,13.33023644,9461872.8,-32.39440088,"""-""",7.57,2.59,-0.51593431,42.0585157,-
833886,万达业,0.26,0.05,30592174.88,50.7811233,1852903.25,254.0598794,"""-""",26.19,1.18,-0.80785325,20.25776155,-
833954,飞天经纬,0.24,0.19,62173350.04,15.14961191,8631227.33,-47.51697634,"""-""",12.17,2.11,-0.08270417,37.51557363,-
833743,东邦御厨,0.43,0.39,80605698.87,9.30386962,8117219.56,18.10677421,"""-""",22.08,2.27,-0.17789372,23.90322318,-
834023,金投金融,0.07,-0.0615,155232602.6,34.0918228,10062306.04,308.8008115,"""-""",7.61,1.02,0.09155489,24.20439561,-
834021,流金岁月,0.24,0.2227,383935984.3,67.13077958,33276507.02,447.8968969,"""-""",27.94,4.87,0.19217271,22.88355384,-
833637,福建三星,0.38,0.35,134896390.6,-6.33635644,27004742.85,-0.10728982,"""-""",10.55,3.54,0.42740054,39.84423836,-
834020,东霖食品,0.47,0.44,833110598.1,45.51141081,81824612.57,9.12553782,"""-""",8.81,5.62,0.16589739,20.19419294,-
833684,联赢激光,0.53,0.51,416203333.6,56.74134665,68709117.14,33.01351465,"""-""",24.78,1.61,-0.50739734,48.33868399,-
833631,汇通金融,0.04,-0.24,258708939.7,0.79971635,2053269.98,-69.22610493,"""-""",1.49,2.15,0.03535306,0.14211632,-
833565,方元资产,0.06,0.0594,47183324.34,-7.268326271,6409646.19,-82.94541685,270.052,3.19,1.89,-0.10798272,"""-""",-
833403,华通能源,0.17,0.17,334804943.8,21.86836572,43023186.79,0.34577694,"""-""",5.61,3.19,0.2525624,30.20354091,-
833425,高华科技,0.83,0.64,114189261.7,25.5541691,34135439.48,14.43205983,"""-""",26.62,4.19,0.06725882,58.17543664,-
833624,维和药业,0.63,0.64,332795096.3,20.25767622,90694433.86,26.68100568,"""-""",13.04,5.12,0.55925752,49.16189643,-
603879,永悦科技,0.44,0.39,536134572.7,-2.26527024,47313923.3,13.45335765,14.6595,19.49,2.41335734,0.34341768,18.35003072,化工行业
603081,大丰实业,0.57,0.52,1616823453,15.82310906,200748999.1,25.2003499,84.9399,25.52,2.5027581,0.6450566,30.67198337,专用设备
603721,中广天择,0.53,0.41,452754559,56.80037127,40052558.13,5.13865911,"""-""",12.8,4.43812262,-0.0476213,23.53510769,文化传媒
833331,爱夫卡,0.46,1.6,67111051.45,50.90510899,12450577.98,63.77331346,"""-""",59.39,6.64,1.25421463,69.05533291,-
833451,璧合科技,0.24,0.23,431942297.1,98.30134803,44515596.2,252.0623748,"""-""",18.05,4.89,-1.01014278,22.3738706,-
833303,恒光科技,-0.14,-0.19,11854795.71,-34.74432179,-1416626.62,-42.51610258,"""-""",-15.95,0.82,0.04016772,15.87696073,-
833417,起点人力,0.36,0.26,352010487.8,174.7430911,9265950.94,633.8798056,"""-""",42.37,1.06,0.0574676,5.81056006,-
833450,奥立思特,1.1,1.0193,168248889.9,9.6780536,23048164.1,35.51968943,"""-""",21.6,5.72,0.831203,32.76196223,-
833446,日升昌,-0.07,-0.0818,18750849.39,-41.14747476,-9856891.31,-159.3179572,-6837.1651,-5.61,1.14,0.13440287,"""-""",-
833475,深蓝机器,0.34,0.32,47205782.3,11.22509785,5254597.89,29.09182926,"""-""",26.15,1.48,0.08467653,39.72599727,-
833288,天元重工,0.28,0.26,152305704.2,49.84381178,25181065.23,91.0944306,"""-""",20.83,1.52,-0.07921031,31.26194227,-
603096,新经典,1.52,1.35,852711223,-3.25222519,151903965.8,16.73866114,-25.5101,25.17,6.6483341,1.48880751,36.59689585,文化传媒
832898,天地壹号,0.53,0.3849,1400762618,-11.02231294,227711830.5,-48.43363032,"""-""",12.51,4.41,1.14779534,57.47511549,-
832959,立昌环境,0.13,"""-""",76955576.75,44.27192706,7074122.89,321.2043827,"""-""",10.02,1.32,-0.15525564,34.65029176,-
833339,胜软科技,0.49,0.48,266708106.1,7.40549282,23162924.95,4.03048468,"""-""",13.84,3.74,0.03972307,38.72051589,-
832968,东软股份,0.76,0.56,217857056.3,28.59932334,42836980.39,-1.62589964,"""-""",26.76,4.04,1.18630478,48.65409176,-
833029,鹏信科技,0.2,0.24,54961613.73,-22.05148028,6872411.28,-66.31462531,"""-""",22.93,1.77,0.10354751,80.60655698,-
833114,商汇小贷,0.08,0.0772,193611530.1,-26.5953464,80346224.56,-56.36859912,-138.4814,6.48,1.19,0.21732517,"""-""",-
833200,宏业农装,0.32,0.26,91711493.92,10.59792385,3172644.96,-19.24438187,"""-""",13.03,2.59,0.325311,27.87338143,-
832996,民生科技,0.45,0.4,228058377.8,-1.02761211,18597590.37,-42.11961448,"""-""",7.02,6.61,0.99463513,27.72632197,-
832751,金秋科技,0.18,0.15,37220005.95,-4.97271526,5307764.75,-42.90848532,"""-""",11.71,1.44,0.23665942,32.21233523,-
832844,赛浪车联,-0.04,-0.04,13654636.05,-17.66897349,-662231.9,-145.6130693,"""-""",-2.93,1.24,-0.14358001,33.69016738,-
832764,德胜科技,-0.09,-0.16,6053403.04,-80.35264661,-1359473.42,-220.4383756,"""-""",-5.61,1.55,0.36011068,32.12402672,-
833119,得普达,0.39,0.3,71063437.76,35.16032521,7986545.36,53.03973512,"""-""",25.77,1.51,0.20382612,25.6953706,-
832850,大泽电极,-0.05,-0.07,136389746,-42.2120363,-2582013.55,-129.4563362,"""-""",-4.24,1.19,-0.04008029,9.90146715,-
832735,德源药业,0.69,0.58,214628077.3,8.18813894,30258341.04,11.2871424,"""-""",18.87,3.96,0.8439301,83.84547048,-
832891,广陆科技,0.15,0.07,32312896.08,-16.98897317,7528655.94,-26.13839776,"""-""",4.59,3.19,0.16923784,41.76784822,-
832918,鼎讯股份,0.44,0.43,70020799.26,36.02474694,14141499.72,58.94983178,"""-""",29.02,1.76,-0.08446463,36.93395883,-
832791,普思生物,0.38,0.28,14016703.89,109.7974917,7515368.73,469.6825264,"""-""",37.83,1.8,0.39482174,83.84806972,-
832787,银科金典,0.03,0.06,54728057.9,10.45774234,838873.88,-88.35284209,"""-""",2.01,1.41,0.12462393,34.23818421,-
832903,永强农业,-1.47,-1.7,32514672.62,33.15451909,-17790679.6,-976.1034456,"""-""",-86.93,1.34,-0.40954869,-30.11975592,-
832757,景安网络,0.34,0.29,103339501,15.12884346,14125967.14,28.06807295,"""-""",25.57,1.5,0.40729824,43.26381232,-
832703,佳德联益,-0.0043,-0.017,30152236.58,7.53862325,-156344.91,-104.7897012,"""-""",-0.39,1.2,-0.13021161,47.01932556,-
832652,目乐医疗,0.57,0.32,22046424.96,58.411997,5680999.49,54.15871529,"""-""",40.3,1.7,0.07422359,71.26542815,-
832600,金鸿新材,0.34,0.27,77749116.58,38.66914429,10349262.84,76.51339288,"""-""",10.39,3.49,0.44070339,29.45784025,-
832743,福能租赁,-0.0001,-0.02,188152047.7,14.6506773,-21205.17,-104.3104838,-280.5693,-0.01,1.2752,0.49873641,48.68913419,-
