scode,sname,b,c,t,y,p,st,sh,r,mg,bps,xsmll,pn
300196,长海股份,0.65,1.24,1767919840,16.61245445,257627306.1,20.64354838,-7.6537,14.9,10.69453741,1.55126981,31.87995141,材料行业
601179,中国西电,0.22,0.207,14173821478,6.2714462,1127890759,24.77024114,28.2388,6.07,3.70557829,0.13157541,29.37366287,输配电气
603817,海峡环保,0.2859,0.2802,330302235.1,17.7286498,96495716.42,13.02691887,68.6911,10.98,2.74802805,0.70641555,47.55504409,环保工程
300493,润欣科技,0.16,0.38,1538917302,34.5912562,49313804.73,19.68811572,22.8166,10.68,3.96417936,-2.08336658,10.65795878,电子信息
603808,歌力思,0.82,0.77,1132063281,35.52941799,197950569.5,23.84012437,158.9629,12.29,6.99389906,0.40718227,68.95762466,纺织服装
603822,嘉澳环保,0.6379,0.5827,506196445.6,-1.09716551,42887907.18,10.37875107,42.2798,7.78,8.64047418,0.68254812,21.50279692,化工行业
300699,光威复材,0.72,0.65,633468298.5,16.63682233,199343046,13.01060612,"""-""",15.19,5.11712819,0.07494359,60.96903166,化工行业
600792,云煤能源,0.05,-0.3,3375166042,-15.25343991,48542597.11,105.6927283,712.2834,1.65,3.00248253,0.63479198,11.29359337,煤炭采选
981,银亿股份,0.19,0.03,9839173504,-4.75256708,682092237.8,-2.51039439,-105.5561,5.57,4.99727039,0.16733009,33.47391133,房地产
600084,中葡股份,0.0113,-0.1182,264634159.4,-12.70255794,12725217.74,-17.95620744,467.8885,0.5212,2.16572778,-0.0881895,61.02324059,酿酒行业
600563,法拉电子,1.73,1.68,1521163634,9.16933787,389554487.6,18.77913106,20.8675,19.51,9.32462067,2.06265103,42.46267449,电子元件
2051,中工国际,1.15,1.39,8066153041,-0.66241216,1279607294,21.76601668,90.4225,19.55,7.69497965,-0.8579708,21.77467224,工程建设
300164,通源石油,0.05,0.03,399863958.6,-37.0877638,21974364.47,147.3196562,-35.2349,1.59,3.39024051,-0.03497757,45.67896325,石油行业
2313,日海通讯,0.22,0.01,2706793456,-5.66188137,67465795.37,333.0619277,20.9125,3.45,6.43630513,0.95591782,21.50409086,通讯行业
2638,勤上股份,-0.43,-0.4444,843107323.5,-0.81450233,-427438169.8,-2160.659898,-4060.1347,-8.42,3.34465155,0.08678543,32.50426548,电子元件
2474,榕基软件,0.0399,0.0199,702592311.9,12.66677306,24845319.23,56.94462598,7.2778,1.8,2.25593963,0.09189153,32.47997404,软件服务
300218,安利股份,0.269,0.187,1404880337,2.09218842,58379058.3,5.56351418,-30.707,5.92,4.64036405,0.78707258,21.96757984,化工行业
2353,杰瑞股份,0.13,0.08,2833829957,0.25677533,120674141.5,-16.64697262,774.1858,1.54,8.20054452,0.36164719,26.53556588,机械行业
2099,海翔药业,0.15,0.28,2433862072,-1.24299116,225018251.8,-56.44137994,-260.6142,5.79,2.93800419,0.38786659,43.77995296,医药制造
2062,宏润建设,0.21,0.19,8797774966,3.40610283,232994588.2,10.35909789,25.7601,9.53,2.2935448,1.79552528,11.40986541,工程建设
430005,原子高科,1.27,1.23,757893679,6.89384869,168146716,15.66103472,"""-""",29.51,4.68,0.81452847,61.43257957,-
2320,海峡股份,0.33,0.31,775265653.4,10.13891393,138298325,33.75748427,16.9645,5.1,7.87153571,0.80167673,36.56260312,港口水运
510,金路集团,0.0953,0.0833,1534154238,-5.30433805,58074772.25,313.1049753,308.3853,7.48,1.31902545,0.42741231,17.0497165,化工行业
702,正虹科技,0.0076,-0.0136,1229990208,-6.59816213,2024489.66,-58.54240749,5073.9702,0.44,1.71657262,0.23787452,9.78844747,农牧饲渔
547,航天发展,0.17,0.16,2042099953,51.54776721,244020381.1,12.99021267,66.5133,4.58,3.63731208,0.12350359,38.80612618,通讯行业
540,中天金融,0.6332,0.6267,19597046176,27.36855282,2939369338,12.75878689,140.191,21.9,3.17279103,0.09485682,33.76516806,房地产
2029,七匹狼,0.35,0.18,2639603027,6.15868957,267191552.9,-2.13866771,54.5423,5.24,6.87834012,0.77978529,43.93486448,纺织服装
600693,东百集团,0.1125,0.1154,3009898942,85.08823589,101046654.2,104.659781,4427.5915,5.42,2.13032801,-0.03319917,25.16357192,商业百货
600692,亚通股份,0.134,0.0909,924770234.1,76.86782404,47121241.66,14.30476343,-26.7525,7.72,1.80242951,0.53908695,17.80473198,房地产
300420,五洋停车,0.15,0.25,606627349.5,193.4640551,72687070.28,235.007423,15.9291,7.51,4.60967959,0.10003628,36.23443318,机械行业
601366,利群股份,0.53,0.48,10292600194,-2.78880834,361865254.5,7.00848014,88.1034,14.03,3.98342654,1.35283485,19.16124679,商业百货
2758,华通医药,0.19,0.27,1257977044,3.11831814,40155184.32,-14.47367876,8.3309,7.41,3.95468707,0.03249986,11.42909742,医药制造
300547,川环科技,1.74,1.62,510738987,15.6644599,84328342.5,29.39792392,63.7219,21.29,10.21972177,0.91747615,34.75247603,塑胶制品
2760,凤形股份,0.12,-0.27,306964965.6,-26.41572548,10229780.1,-64.61355788,-662.8467,1.79,6.48855995,-0.22957887,19.43300965,金属制品
300466,赛摩电气,0.12,0.2,331413452.3,42.08881924,56455596.78,70.36069239,131.0092,7.61,3.76015224,-0.09459025,44.92122073,仪器仪表
300441,鲍斯股份,0.21,0.21,565990157.7,120.0364565,70610915.79,125.8646878,-22.8458,9.17,2.89916316,0.23527403,34.14336908,机械行业
430656,财安金融,0.01,-0.06,353294482.2,22.72675668,766831.34,-96.83042213,"""-""",0.45,1.66,0.08826123,22.97605309,-
430511,远大教科,0.22,0.22,59366982.71,-5.32558808,10737823.79,-14.21248478,"""-""",9.21,2.51,0.27521637,60.26667398,-
430457,三网科技,0.0854,0.0639,75374943.09,25.87071936,4313369.91,27.05857515,"""-""",4.42,1.98,-0.19193021,30.82681122,-
430391,万特电气,0.56,0.46,97472812.15,-7.13941219,19912249.15,7.93738471,"""-""",18.82,3.16,0.52972691,50.78611533,-
430314,新橡科技,0.12,0.05,80239981.85,29.36707971,1844952.98,-2.91735265,"""-""",7.06,1.87,-0.13963247,15.16884907,-
430138,国电武仪,0.37,0.32,47623377.63,-24.95132652,11770416.69,-12.99547418,"""-""",12.65,3.09,0.22747179,52.90765369,-
603005,晶方科技,0.23,0.15,512390368.9,-10.99982062,52753271.75,-53.42914998,418.2809,3.18,7.38565598,0.48758048,32.22099942,电子元件
603766,隆鑫通用,0.42,0.38,8483233408,20.45392009,865593757.8,11.76177357,-5.979,15.47,7.20199082,1.50795996,20.96436541,机械行业
300087,荃银高科,0.07,0.07,757218222.1,24.65563955,30677152.44,38.58236588,1744.9139,4.83,2.06339893,0.56671955,35.94161959,农牧饲渔
2587,奥拓电子,0.15,0.2,457079739.1,55.91086453,86282371.38,302.8847597,-16.431,13.88,2.2468788,0.38262449,55.3677679,电子元件
2537,海联金汇,0.6,0.55,2634295195,27.56387402,232922577.8,218.2971945,217.1169,7.74,11.57598298,0.76234383,23.55256493,材料行业
2338,奥普光电,0.22,0.07,341857794.9,-0.83203629,52620355.62,20.40881595,-68.3493,7.1,6.3441362,-0.15830735,38.79748437,仪器仪表
2578,闽发铝业,0.02,0.04,1042196843,-8.86992767,17672625.03,-7.3439647,66.951,1.8,2.92973251,-0.03367932,9.32777305,有色金属
2551,尚荣医疗,0.17,0.23,1946049938,16.78732623,114153558.3,-4.11801403,-134.2307,7.2,3.97271454,0.63372937,24.40794021,医疗行业
603817,海峡环保,0.2859,0.2802,330302235.1,17.7286498,96495716.42,13.02691887,68.6911,10.98,2.74802805,0.70641555,47.55504409,环保工程
300493,润欣科技,0.16,0.38,1538917302,34.5912562,49313804.73,19.68811572,22.8166,10.68,3.96417936,-2.08336658,10.65795878,电子信息
603808,歌力思,0.82,0.77,1132063281,35.52941799,197950569.5,23.84012437,158.9629,12.29,6.99389906,0.40718227,68.95762466,纺织服装
603822,嘉澳环保,0.6379,0.5827,506196445.6,-1.09716551,42887907.18,10.37875107,42.2798,7.78,8.64047418,0.68254812,21.50279692,化工行业
300196,长海股份,0.65,1.24,1767919840,16.61245445,257627306.1,20.64354838,-7.6537,14.9,10.69453741,1.55126981,31.87995141,材料行业
601179,中国西电,0.22,0.207,14173821478,6.2714462,1127890759,24.77024114,28.2388,6.07,3.70557829,0.13157541,29.37366287,输配电气
300140,中环装备,0.26,0.1303,1315765900,10.28952797,90172903.8,9.16941066,3704.1225,7.45,3.62157927,-0.6930454,28.61666258,输配电气
300699,光威复材,0.72,0.65,633468298.5,16.63682233,199343046,13.01060612,"""-""",15.19,5.11712819,0.07494359,60.96903166,化工行业
600792,云煤能源,0.05,-0.3,3375166042,-15.25343991,48542597.11,105.6927283,712.2834,1.65,3.00248253,0.63479198,11.29359337,煤炭采选
981,银亿股份,0.19,0.03,9839173504,-4.75256708,682092237.8,-2.51039439,-105.5561,5.57,4.99727039,0.16733009,33.47391133,房地产
600084,中葡股份,0.0113,-0.1182,264634159.4,-12.70255794,12725217.74,-17.95620744,467.8885,0.5212,2.16572778,-0.0881895,61.02324059,酿酒行业
600563,法拉电子,1.73,1.68,1521163634,9.16933787,389554487.6,18.77913106,20.8675,19.51,9.32462067,2.06265103,42.46267449,电子元件
2051,中工国际,1.15,1.39,8066153041,-0.66241216,1279607294,21.76601668,90.4225,19.55,7.69497965,-0.8579708,21.77467224,工程建设
835170,本捷网络,-0.68,-1.02,3517391.87,-34.75803856,-3406528.52,10.35842501,"""-""",-161.48,0.08,-0.52118175,51.11568646,-
834990,新数网络,0.24,0.23,267748550.8,65.49923056,24248349.92,61.86601458,"""-""",20.68,3.44,0.33254321,20.56263253,-
834682,球冠电缆,0.48,0.43,1280176400,-15.86105527,57726800,-17.0020747,"""-""",15.77,3.29,0.40989,16.07712812,-
834350,博圣云峰,-0.02,-0.17,10834486.11,-47.48698989,-217346,-160.5581876,"""-""",-1.23,1.71,0.35520921,37.73541032,-
834242,常青基业,0.09,0.18,36824875.02,17.95722046,1415115.32,-14.15274786,"""-""",6.77,1.14,0.5743182,21.03063545,-
834208,科迪环保,0.83,0.7,66228031.37,59.65995286,8315715.79,292.6786388,"""-""",18.26,4.97,1.18408409,36.04510032,-
834061,佳奇科技,0.39,0.35,241284997.3,40.33638583,30678783.26,57.618059,"""-""",22.34,1.93,0.35230785,25.60085823,-
834002,易构软件,0.35,0.12,31962044.09,5.41268577,9003629.18,-11.12757245,"""-""",20.38,2.01,-0.30678209,50.69386039,-
833999,昆机器人,0.48,0.11,32264865.7,14.68237938,5311908.11,302.894858,"""-""",28.13,2.02,-0.11481506,39.37749042,-
834173,龙汇东方,-0.24,-0.29,10793301.91,-6.5193594,-2360255.32,-193.4288141,"""-""",-20.86,1.01,-0.36524074,68.23295217,-
834170,汉德股份,-0.13,-0.25,7520744.45,-57.92552437,-2505398.92,-366.1247532,"""-""",-14.57,0.84,-0.00085793,4.97973854,-
833665,清大天达,0.68,0.68,180959475.7,43.85298584,22792121.55,79.66360583,"""-""",47.72,1.88,0.82359796,39.07912289,-
833636,邦瑞达,0.08,0.03,7213902.39,479.3567304,501686.35,112.2929225,"""-""",14.65,0.6,0.17503191,70.60645119,-
833731,默锐环境,-0.13,-0.22,19367198.24,-42.07370013,-1267121.73,33.14314376,"""-""",-12.3,0.98,0.20760089,19.8315647,-
832704,安美科,-0.32,-0.37,6211857.18,-48.83859811,-6421628.74,1.16827636,"""-""",-35.41,0.75,-0.29457242,29.26101096,-
832828,凡科股份,0.67,0.45,94769363.65,54.3319141,9297752.18,45.42614899,"""-""",36.59,2.18,0.73885274,49.94840923,-
832598,大野创意,0.26,0.21,20872307.81,33.59396982,3315870.33,6.01610541,"""-""",15.31,1.81,-0.10404683,47.00106964,-
832573,地瑞科森,0.08,-0.04,8134145.79,61.26804704,796716.97,264.2713133,"""-""",6.91,1.19,0.20489941,24.07409408,-
832552,华隆电力,0.17,0.18,97746614.45,-17.97878061,10148905.06,-5.33406532,"""-""",90.7,2.01,0.16646511,40.72051092,-
832349,武新电气,0.12,0.1,100250189.1,-16.87006915,7154159.06,-30.91915817,"""-""",7.83,1.59,-0.1218323,21.45404232,-
300598,诚迈科技,0.84,0.56,505502410.1,14.69350339,50561999.23,17.54996128,10.42,19.89,4.6224983,0.86995116,31.54544794,软件服务
832154,文灿股份,0.94,0.85,1216644169,4.26186741,154700408.3,2.76395693,"""-""",16.59,6.08,1.95117434,29.78331498,-
832151,听牧肉牛,0.23,0.14,191465043.3,30.50180457,17272017.73,6.93766239,"""-""",16,1.54,-0.1639578,27.60515577,-
831972,北泰实业,0.29,0.25,88070885.16,-36.4478446,14301703.8,-11.04016119,"""-""",18.41,1.82,-0.01395406,38.88681677,-
831944,汉唐荣耀,-0.49,-0.6162,14606382.11,-11.88866819,-3687089.74,-292.1009101,"""-""",-37.88,1.04,-0.27766392,18.10475147,-
831884,成达兴,0.14,0.13,35568223,58.69857883,3383120.55,0.15811711,"""-""",10.26,1.39,-0.18416176,27.67761547,-
831814,富岛科技,0.1,0.05,15367124.69,-23.5650275,1133192.17,-67.15166873,"""-""",5.84,1.84,-0.01555743,36.3605467,-
831691,三高股份,0.32,0.2952,128124028.3,2.88101412,17428824.12,-15.47252289,"""-""",17.32,1.94,0.29771353,42.28728784,-
831601,威科姆,0.06,0.1,354093313.2,-11.80882915,21277799.37,-46.06075327,"""-""",3.31,3.67,0.4410859,32.14042346,-
831675,一拓通信,0.4,0.36,123656427.1,114.2161977,7185722.82,28.05233942,"""-""",17.79,2.43,-0.45927444,17.79625996,-
831723,恒晟农贷,0.09,0.0792,33266997.8,-0.69726502,15306206.31,-21.63512285,-107.5408,7.26,1.17,0.03434118,"""-""",-
831719,菱湖股份,0.36,0.34,153297533.3,0.69877673,19962738.17,60.0494317,"""-""",21.9,1.81,0.14289336,28.6555848,-
831142,易讯通,0.34,0.33,166249033.6,99.25068157,56958033.5,370.3317153,"""-""",49.25,3.27,0.00555975,52.35506174,-
830988,兴和股份,0.5,0.48,306619436.4,17.83489153,29832104.57,3.34526959,"""-""",9.47,5.44,0.73029017,30.91187996,-
830943,科明数码,0.07,0.06,20322858.2,44.51945921,1752320.75,20.38875,"""-""",4.04,1.23,-0.05722674,47.03780195,-
830899,联讯证券,0.07,0.07,1061136216,-31.62059365,213959651.3,-54.48351629,"""-""",4.2,1.67,-1.25770555,"""-""",-
830852,中科仪,0.15,-0.13,146399176.8,1.96586567,14493298.43,-47.94740038,"""-""",5.84,2.58,-0.02732334,28.65801612,-
830791,佳晓股份,0.0994,0.1115,45790024.04,-25.31070557,3179535.09,20.51750182,"""-""",7.7413,1.39,-0.04943662,23.95595916,-
2803,吉宏股份,0.43,0.35,569901638.1,9.2047388,42996128.95,15.01078776,13.9653,12.85,3.76514564,-0.06805064,19.78586161,造纸印刷
2731,萃华珠宝,0.39,0.34,2218103355,-26.06178012,58223137.16,-3.64043499,126.9221,5.24,7.48363847,2.66597071,11.33206253,珠宝首饰
300420,五洋停车,0.15,0.25,606627349.5,193.4640551,72687070.28,235.007423,15.9291,7.51,4.60967959,0.10003628,36.23443318,机械行业
601366,利群股份,0.53,0.48,10292600194,-2.78880834,361865254.5,7.00848014,88.1034,14.03,3.98342654,1.35283485,19.16124679,商业百货
2758,华通医药,0.19,0.27,1257977044,3.11831814,40155184.32,-14.47367876,8.3309,7.41,3.95468707,0.03249986,11.42909742,医药制造
300547,川环科技,1.74,1.62,510738987,15.6644599,84328342.5,29.39792392,63.7219,21.29,10.21972177,0.91747615,34.75247603,塑胶制品
2760,凤形股份,0.12,-0.27,306964965.6,-26.41572548,10229780.1,-64.61355788,-662.8467,1.79,6.48855995,-0.22957887,19.43300965,金属制品
300466,赛摩电气,0.12,0.2,331413452.3,42.08881924,56455596.78,70.36069239,131.0092,7.61,3.76015224,-0.09459025,44.92122073,仪器仪表
300441,鲍斯股份,0.21,0.21,565990157.7,120.0364565,70610915.79,125.8646878,-22.8458,9.17,2.89916316,0.23527403,34.14336908,机械行业
430656,财安金融,0.01,-0.06,353294482.2,22.72675668,766831.34,-96.83042213,"""-""",0.45,1.66,0.08826123,22.97605309,-
430511,远大教科,0.22,0.22,59366982.71,-5.32558808,10737823.79,-14.21248478,"""-""",9.21,2.51,0.27521637,60.26667398,-
430457,三网科技,0.0854,0.0639,75374943.09,25.87071936,4313369.91,27.05857515,"""-""",4.42,1.98,-0.19193021,30.82681122,-
430391,万特电气,0.56,0.46,97472812.15,-7.13941219,19912249.15,7.93738471,"""-""",18.82,3.16,0.52972691,50.78611533,-
430314,新橡科技,0.12,0.05,80239981.85,29.36707971,1844952.98,-2.91735265,"""-""",7.06,1.87,-0.13963247,15.16884907,-
430138,国电武仪,0.37,0.32,47623377.63,-24.95132652,11770416.69,-12.99547418,"""-""",12.65,3.09,0.22747179,52.90765369,-
603005,晶方科技,0.23,0.15,512390368.9,-10.99982062,52753271.75,-53.42914998,418.2809,3.18,7.38565598,0.48758048,32.22099942,电子元件
603766,隆鑫通用,0.42,0.38,8483233408,20.45392009,865593757.8,11.76177357,-5.979,15.47,7.20199082,1.50795996,20.96436541,机械行业
300087,荃银高科,0.07,0.07,757218222.1,24.65563955,30677152.44,38.58236588,1744.9139,4.83,2.06339893,0.56671955,35.94161959,农牧饲渔
2587,奥拓电子,0.15,0.2,457079739.1,55.91086453,86282371.38,302.8847597,-16.431,13.88,2.2468788,0.38262449,55.3677679,电子元件
2537,海联金汇,0.6,0.55,2634295195,27.56387402,232922577.8,218.2971945,217.1169,7.74,11.57598298,0.76234383,23.55256493,材料行业
2338,奥普光电,0.22,0.07,341857794.9,-0.83203629,52620355.62,20.40881595,-68.3493,7.1,6.3441362,-0.15830735,38.79748437,仪器仪表
2578,闽发铝业,0.02,0.04,1042196843,-8.86992767,17672625.03,-7.3439647,66.951,1.8,2.92973251,-0.03367932,9.32777305,有色金属
2551,尚荣医疗,0.17,0.23,1946049938,16.78732623,114153558.3,-4.11801403,-134.2307,7.2,3.97271454,0.63372937,24.40794021,医疗行业
2518,科士达,0.51,0.63,1750444766,14.67174275,295858452.3,26.75161381,55.5292,16.07,4.42438282,0.26592397,36.80619863,输配电气
300121,阳谷华泰,0.56,0.54,1239888904,44.16866565,156778363.1,298.7957913,-38.2333,27.24,2.25713532,0.59649537,28.27825697,化工行业
2451,摩恩电气,0.02,0.01,500808563.6,-13.14542635,8702374.5,-40.24983765,122.2499,1.3,1.52581345,-0.02785392,24.28186751,输配电气
300074,华平股份,0.1337,0.042,341738284.5,3.1777712,70721544.57,111.0775036,1551.02,6.48,2.11298881,0.0351523,51.78825608,软件服务
2312,*ST三泰,-0.95,-0.94,1039454149,-27.12189488,-1303835400,-3337.665774,-586.6916,-34.64,2.24009444,-0.2313816,16.60420321,电子信息
300164,通源石油,0.05,0.03,399863958.6,-37.0877638,21974364.47,147.3196562,-35.2349,1.59,3.39024051,-0.03497757,45.67896325,石油行业
2313,日海通讯,0.22,0.01,2706793456,-5.66188137,67465795.37,333.0619277,20.9125,3.45,6.43630513,0.95591782,21.50409086,通讯行业
2638,勤上股份,-0.43,-0.4444,843107323.5,-0.81450233,-427438169.8,-2160.659898,-4060.1347,-8.42,3.34465155,0.08678543,32.50426548,电子元件
2474,榕基软件,0.0399,0.0199,702592311.9,12.66677306,24845319.23,56.94462598,7.2778,1.8,2.25593963,0.09189153,32.47997404,软件服务
300218,安利股份,0.269,0.187,1404880337,2.09218842,58379058.3,5.56351418,-30.707,5.92,4.64036405,0.78707258,21.96757984,化工行业
2353,杰瑞股份,0.13,0.08,2833829957,0.25677533,120674141.5,-16.64697262,774.1858,1.54,8.20054452,0.36164719,26.53556588,机械行业
2099,海翔药业,0.15,0.28,2433862072,-1.24299116,225018251.8,-56.44137994,-260.6142,5.79,2.93800419,0.38786659,43.77995296,医药制造
2062,宏润建设,0.21,0.19,8797774966,3.40610283,232994588.2,10.35909789,25.7601,9.53,2.2935448,1.79552528,11.40986541,工程建设
430005,原子高科,1.27,1.23,757893679,6.89384869,168146716,15.66103472,"""-""",29.51,4.68,0.81452847,61.43257957,-
2320,海峡股份,0.33,0.31,775265653.4,10.13891393,138298325,33.75748427,16.9645,5.1,7.87153571,0.80167673,36.56260312,港口水运
510,金路集团,0.0953,0.0833,1534154238,-5.30433805,58074772.25,313.1049753,308.3853,7.48,1.31902545,0.42741231,17.0497165,化工行业
702,正虹科技,0.0076,-0.0136,1229990208,-6.59816213,2024489.66,-58.54240749,5073.9702,0.44,1.71657262,0.23787452,9.78844747,农牧饲渔
547,航天发展,0.17,0.16,2042099953,51.54776721,244020381.1,12.99021267,66.5133,4.58,3.63731208,0.12350359,38.80612618,通讯行业
540,中天金融,0.6332,0.6267,19597046176,27.36855282,2939369338,12.75878689,140.191,21.9,3.17279103,0.09485682,33.76516806,房地产
2029,七匹狼,0.35,0.18,2639603027,6.15868957,267191552.9,-2.13866771,54.5423,5.24,6.87834012,0.77978529,43.93486448,纺织服装
600693,东百集团,0.1125,0.1154,3009898942,85.08823589,101046654.2,104.659781,4427.5915,5.42,2.13032801,-0.03319917,25.16357192,商业百货
600692,亚通股份,0.134,0.0909,924770234.1,76.86782404,47121241.66,14.30476343,-26.7525,7.72,1.80242951,0.53908695,17.80473198,房地产
601360,三六零,0.4024,0.3578,9904341000,-74.16669066,1871788000,-88.10322515,-29.8169,9.8,12.06644726,0.11365889,69.43687621,软件服务
872596,自控股份,0.22,0.1956,61796495.02,6.69983376,4523693.7,834.0660412,"""-""",16.04,1.49,-0.25230449,18.49101247,-
872456,中业股份,0.06,"""-""",12348027.2,34.67107514,752260.39,99.86087112,"""-""",6.13,1.02,-0.07180414,26.702255,-
872731,德石股份,0.01,0,180247986.6,-15.68983499,691840.12,-61.55300385,"""-""",0.15,4.06,0.00914572,39.68627512,-
872171,绿泉环保,0.1,0.05,28687221.57,3.23750049,1105377.72,-42.76844066,"""-""",8.32,1.19,0.04399238,23.68457884,-
871995,陆玛文旅,10.44,"""-""",12356455.18,157.022129,5219900.09,2173.218823,"""-""",141.65,1.91,-0.01945296,78.99069456,-
871954,朝霞文化,0.97,0.97,69163038.34,26.3554798,12564806.54,25.10440208,"""-""",40.53,2.87,1.23209396,44.55330956,-
871941,粤储物流,0.33,0.33,37381045.97,7.71029728,6671539.85,115.5228488,"""-""",19.56,1.83,0.46906308,36.17595755,-
872031,浩大海洋,1.13,1.14,31698107.43,107.1701934,5625213.93,166.9269312,"""-""",74.14,2.08,0.36294251,51.94800871,-
603733,仙鹤股份,0.45,0.4,2195913640,15.02133145,212304791.9,53.89533387,"""-""",13.45,3.54060546,0.09019473,19.2747629,造纸印刷
871216,咖啡之翼,-0.27,-0.27,63398745,-2.80009086,-5465541.12,-157.5014892,"""-""",-89.53,0.14,-1.19932384,48.04115424,-
870766,吉美瑞,0.53,0.52,35840289.18,14.37966118,15961184.83,23.93235758,"""-""",27.36,2.21,0.33862758,77.98553315,-
870397,佳利达,0.89,0.74,428445152.5,23.35785406,13413841.51,68.00608316,"""-""",36.85,2.89,2.05270665,16.49226214,-
870724,诚昊启元,0.46,0.46,235723594.9,200.7450076,7890461.95,30.66422198,"""-""",29.18,1.46,-0.86646479,7.09280696,-
870153,龙达科技,0.1,0.09,70011025.03,-10.00120453,2192774.21,30.78656135,"""-""",7.69,1.06,0.10505859,25.67372435,-
870010,金盾安保,0.06,0.07,30098824.98,-1.10870752,295567.62,-82.99699789,"""-""",5.64,1.08,-0.1369563,22.02134098,-
839769,惠美股份,0.26,0.2,60938725.5,216.6377751,2994478.22,97.68901348,"""-""",18.67,1.54,0.49793101,16.69958884,-
839438,由我科技,0.2,-0.03,43569177.88,7.78230304,1983875.59,474.1169006,"""-""",15.6,1.37,0.09984783,31.62415299,-
839172,高德唯斯,0.13,0.01,14899306.99,15.17080002,1362995.5,-76.14890613,"""-""",11.44,1.16,-0.11814571,48.87156225,-
839273,一致魔芋,0.28,0.19,164616668.9,14.60408868,11975151.01,93.3763518,"""-""",14.28,2.1,0.97435559,23.11110764,-
2920,德赛西威,1.31,1.26,5678033523,54.7886877,590280713.4,64.4811103,"""-""",55.63,2.84779214,1.23907678,26.94859342,汽车行业
600901,江苏租赁,0.35,0.35,1809784316,36.31702941,824042957.6,12.50599247,"""-""",16.45,2.3,-0.58805822,"""-""",多元金融
839056,轶德医疗,0.39,0.39,57823062.77,101.3765656,7032770.59,129.5427279,"""-""",31.91,1.41,-0.19112606,31.04414343,-
838705,木业股份,0.091,0.057,192301924.9,64.39570759,56462960.61,106.9672624,"""-""",8.53,1.11,0.47724375,43.04976572,-
838687,陕通股份,0.18,0.173,150103663.7,-9.20256251,22166307.03,159.3395907,"""-""",11,1.73,0.09548771,22.56086586,-
603348,文灿股份,0.94,0.85,1216644169,4.26186741,154700408.3,2.76395693,"""-""",16.59,6.08,1.95117434,29.78331498,汽车行业
870925,爱侬养老,0.09,0.01,31095005.49,32.31436568,967715.53,146.2892489,"""-""",7.69,1.27,0.68804377,25.03049942,-
838376,金轮商管,-0.03,-0.05,31907334.51,46.76361978,-1069056.91,-217.1324131,"""-""",-2.79,1.18,0.1210182,18.93056325,-
870469,启阳股份,0.01,0.0161,20323091.8,13.90803135,297375.83,-41.15107833,"""-""",1.13,1.07,0.07201164,38.46997749,-
838287,百欧森,0.58,0.53,39506643.77,172.5154277,7796477.18,305.693358,"""-""",29.79,2.26,0.0418204,68.78133723,-
838140,伟才教育,0.08,0.07,37858145.64,74.42523828,1529984.11,-63.04974127,"""-""",6.36,1.24,0.67007029,42.29561781,-
838983,波尔电子,0.18,0.186,11063173.03,-7.26737012,598772.93,-63.32015474,"""-""",5.36,3.5,0.54370566,48.81365595,-
837988,兆光科技,0.03,0.03,9527917.26,-6.78609728,155685.92,11.01682424,"""-""",3.49,1.07,0.5541495,26.56674991,-
838224,集酷股份,-0.23,-0.22,8286877.77,-46.68057717,-3291990.45,-235.9308622,"""-""",-17.25,1.22,-0.15506842,23.96518442,-
838336,圆融汇通,0.059,0.039,41740708.85,128.3361593,531109.71,-62.02877823,"""-""",5.78,1.12,-0.453487,15.19829796,-
838092,安晶龙,1.35,2.91,60091720.57,29.02835334,14817645.05,48.21562389,"""-""",53.29,7.07,2.78294965,55.96600936,-
871757,向明智装,0.05,0.04,108679507,-16.14123668,4823234.71,71.9042438,"""-""",3.86,1.27,0.23684701,24.49077704,-
837446,旭京股份,-0.23,-0.25,32804852.26,11.4336935,-3043588.09,-170.5054869,"""-""",-14.63,2.11,-0.92716106,40.47654949,-
837438,富通电科,0.14,0.09,357887084.3,3.47880379,10388094.86,-24.89659278,"""-""",3.68,3.74,0.39127128,28.31340805,-
871030,绿福股份,0,-0.14,85760593.59,-9.6738198,98962.13,-96.79546924,"""-""",0.2,1.62,0.07174941,7.52359263,-
837130,中环互联,0.89,0.81,149628726.2,111.759999,32223015.44,34.8019424,"""-""",38.26,3.41,1.07048627,57.04996707,-
836661,特利尔,0.67,0.65,197791145,55.05703592,42579655.36,53.20088078,"""-""",12.74,3.9,-0.77965372,43.41314344,-
836200,国建新能,0.47,0.54,642657793.3,-6.17923874,106929484.2,125.6292765,"""-""",31.83,1.63,0.91063944,25.39340196,-
836372,中电罗莱,0.35,0.32,191035882.3,10.35298283,19122438.01,1.99063092,"""-""",19.81,1.95,0.23827103,28.11071437,-
2900,哈三联,1.11,1.05,760872100.8,5.38153508,175182785.6,5.34055654,"""-""",22.69,5.10533019,1.46041377,61.87943869,医药制造
835540,旭辉股份,0.65,0.55,342898045.4,5.4875056,27628945.16,80.08126454,"""-""",28.56,2.67,0.51990575,19.76992095,-
835769,瑞拓科技,0.68,0.63,25809278.19,-5.44307491,8460740.74,5.85470182,"""-""",35.06,2.26,0.86066933,66.51649633,-
835636,骏马科技,0.61,0.41,235565115.3,65.76213516,10347945.31,522.4089862,"""-""",43.81,1.69,0.22698163,8.5193595,-
